#Network	Quality Score	P-value	Gene List
N025M00220	0.4082	9.73341e-06	Svm1G0039170 Svm2G0036740 Svm2G0017990 Svm1G0010080 Svm1G0029490 Svm6G0019560 Svm9G0033380 Svm9G0000450 Svm9G0028500 Svm9G0039090 Svm4G0034370 Svm7G0029680 Svm2G0006060 Svm4G0018980 Svm2G0028410 Svm9G0010800 Svm9G0029870 Svm9G0038730 Svm2G0011810 Svm1G0015100 Svm1G0025060 Svm3G0028150 Svm9G0003290 Svm5G0039530 Svm4G0028160 Svm4G0036540 Svm5G0034090 Svm1G0026200 Svm1G0040930 Svm2G0047770 Svm3G0003940 Svm5G0034940 Svm6G0031450 Svm7G0041430 Svm3G0043380 Svm3G0029080 Svm4G0011630 Svm4G0035870 Svm5G0000540 Svm9G0020750 Svm5G0049090 Svm8G0003200 Svm9G0001020 Svm5G0038430 Svm9G0020740 Svm9G0022230 Svm9G0052380 Svm2G0050760 Svm9G0026520 Svm2G0038730 Svm9G0014700 Svm2G0019820 Svm7G0011350 Svm5G0026330 Svm7G0007660 Svm3G0012460 Svm7G0041910 Svm5G0004350 Svm8G0010200 Svm6G0025690 Svm2G0031460 Svm7G0015010 Svm5G0019600 Svm2G0046730 Svm3G0003650 Svm9G0020680 Svm8G0010310 Svm8G0018810 Svm9G0011990 Svm3G0013810 Svm4G0032930 Svm2G0033150 Svm2G0015150 Svm9G0069770 Svm5G0018430 Svm3G0018490 Svm3G0006100 Svm5G0049310 Svm5G0010420 Svm2G0023710 Svm7G0018570
N025M00221	0.1707	0.967014	Svm4G0037710 Svm2G0034390 Svm7G0027300 Svm2G0052250 Svm1G0032490 Svm5G0010170 Svm2G0000800 Svm1G0006020 Svm9G0010000 Svm6G0024480 Svm1G0024020
N025M00222	0.1252	0.920068	Svm2G0003920 Svm3G0043610 Svm7G0002060 Svm2G0020480 Svm1G0031180 Svm2G0026560 Svm4G0008360
N025M00223	0.1621	0.878554	Svm9G0007000 Svm5G0031820 Svm8G0033560 Svm5G0053680 Svm2G0003580 Svm9G0057340 Svm5G0028120 Svm9G0043790 Svm4G0032330 Svm9G0031300 Svm6G0006530 Svm5G0006740 Svm2G0030000 Svm2G0036640 Svm9G0067390 Svm5G0043220 Svm9G0069430 Svm2G0014070 Svm2G0022160
N025M00224	0.3943	8.31408e-05	Svm5G0010730 Svm7G0034010 Svm9G0008520 Svm5G0049770 Svm9G0038450 Svm7G0022360 Svm4G0023900 Svm9G0069490 Svm5G0009040 Svm6G0020410 Svm5G0045940 Svm4G0023320 Svm4G0005040 Svm3G0016760 Svm4G0002500 Svm6G0020320 Svm5G0039200 Svm1G0031120 Svm1G0037260 Svm2G0053250 Svm2G0020170 Svm4G0017110 Svm2G0037080 Svm9G0048920 Svm2G0046610 Svm9G0068920 Svm1G0036160 Svm1G0032820 Svm7G0026370 Svm9G0068730 Svm1G0004290 Svm3G0033050 Svm1G0043790 Svm6G0014430 Svm3G0021110 Svm3G0016400 Svm8G0028480 Svm5G0046930 Svm5G0047050 Svm3G0034890 Svm8G0001140 Svm6G0016940 Svm5G0035790 Svm5G0041960 Svm7G0011160 Svm1G0042440 Svm2G0057080 Svm8G0020230 Svm2G0029140 Svm1G0039710 Svm9G0063150 Svm5G0047670 Svm9G0041690 Svm9G0044500 Svm1G0032840 Svm5G0039250 Svm5G0002020 Svm9G0007220 Svm9G0019150 Svm4G0029910 Svm3G0012540 Svm1G0005590 Svm1G0040650 Svm7G0026360 Svm4G0029420 Svm6G0025490 Svm2G0048300 Svm9G0035830 Svm9G0007910 Svm3G0006810
N025M00225	0.2579	0.963565	Svm3G0038460 Svm1G0000280 Svm1G0034500 Svm1G0015290 Svm4G0035410 Svm5G0051410 Svm2G0014050 Svm1G0030810 Svm9G0031870 Svm9G0015640 Svm1G0016500 Svm3G0030130 Svm2G0019290 Svm1G0030710 Svm8G0008570 Svm4G0024770 Svm8G0016320 Svm1G0048040 Svm9G0055650 Svm2G0008900 Svm9G0036960 Svm9G0056840 Svm9G0053070 Svm2G0035740 Svm9G0011670 Svm2G0029380 Svm7G0033880 Svm6G0016600 Svm1G0019670 Svm1G0020910 Svm4G0010380 Svm9G0051140 Svm1G0007090 Svm3G0030050 Svm7G0026670 Svm2G0041810 Svm5G0053890 Svm1G0012860 Svm3G0013970 Svm9G0003030 Svm1G0010520 Svm1G0015210 Svm1G0031210 Svm3G0000250 Svm3G0045560 Svm3G0045180 Svm3G0029830 Svm1G0044060 Svm3G0023810 Svm8G0018120 Svm2G0008260
N025M00226	0.2798	0.908567	Svm3G0024770 Svm9G0023220 Svm5G0046740 Svm4G0030190 Svm6G0027460 Svm5G0022220 Svm9G0053570 Svm1G0042880 Svm9G0052560 Svm3G0028180 Svm5G0004920 Svm4G0032950 Svm5G0046510 Svm9G0008730 Svm4G0038960 Svm9G0060070 Svm3G0002560 Svm7G0033160 Svm7G0014080 Svm7G0036070 Svm3G0039330 Svm2G0032360 Svm2G0031470 Svm9G0006760 Svm9G0015700 Svm3G0028750 Svm4G0000390 Svm9G0064750 Svm9G0036140 Svm1G0042670 Svm3G0000620 Svm5G0042670 Svm8G0021700 Svm9G0070220 Svm1G0045250 Svm1G0049420 Svm7G0024490 Svm9G0064840 Svm3G0005150 Svm4G0015800 Svm1G0021730 Svm2G0004230 Svm1G0033750 Svm9G0051430 Svm9G0009570 Svm1G0041300 Svm1G0043270 Svm7G0003020 Svm1G0000390 Svm1G0033010 Svm5G0050830 Svm2G0036990 Svm9G0003420 Svm9G0030600 Svm1G0008240 Svm1G0037680 Svm7G0021590 Svm3G0014540 Svm1G0049300 Svm1G0025200 Svm2G0057130 Svm9G0061860 Svm9G0050060 Svm7G0011500
N025M00227	0.3882	0.000242491	Svm7G0036110 Svm8G0031710 Svm7G0036540 Svm2G0042100 Svm1G0006870 Svm1G0022850 Svm1G0011690 Svm2G0031020 Svm7G0022410 Svm2G0030100 Svm9G0000390 Svm9G0030690 Svm6G0033690 Svm1G0029360 Svm4G0025480 Svm7G0000870 Svm9G0018710 Svm5G0056890 Svm9G0000830 Svm9G0012300 Svm2G0003620 Svm9G0008490 Svm2G0052380 Svm5G0015890 Svm1G0036820 Svm9G0037300 Svm9G0012320 Svm2G0052990 Svm1G0016060 Svm5G0035370 Svm4G0010480 Svm9G0026300 Svm4G0000800 Svm2G0022910 Svm2G0036710 Svm1G0007940 Svm9G0062220 Svm3G0010370 Svm2G0029330 Svm6G0018510 Svm9G0052460 Svm2G0026200 Svm1G0002670 Svm3G0037180 Svm1G0039560 Svm4G0004930 Svm7G0023460 Svm1G0000750 Svm7G0002120 Svm4G0000650 Svm6G0035040 Svm7G0023770 Svm7G0014470 Svm5G0025730 Svm4G0035200 Svm5G0041530 Svm8G0029520 Svm9G0010940 Svm5G0037130 Svm6G0028100 Svm9G0000630 Svm8G0011700 Svm6G0007850 Svm2G0022880 Svm4G0012940 Svm3G0025560 Svm5G0045950 Svm4G0016110 Svm4G0016100 Svm3G0025730 Svm9G0065430 Svm1G0003810 Svm3G0025350 Svm5G0054950 Svm5G0005300 Svm3G0034760 Svm3G0027110 Svm8G0000990 Svm6G0024480 Svm8G0009580 Svm9G0041100 Svm6G0001070 Svm8G0039310 Svm6G0005940 Svm2G0027120 Svm2G0010010 Svm1G0026980 Svm8G0000190 Svm2G0001040 Svm7G0030020
N025M00228	0.1692	0.999359	Svm4G0017210 Svm7G0022310 Svm4G0026410 Svm7G0006820 Svm1G0021250 Svm1G0005020 Svm5G0045090 Svm2G0038090 Svm1G0014150 Svm5G0022020 Svm2G0026770 Svm9G0056780 Svm9G0050450 Svm3G0053790 Svm7G0036440 Svm9G0013890 Svm9G0063820 Svm1G0043250 Svm4G0036520 Svm3G0018020 Svm2G0023440 Svm5G0045640 Svm7G0025370 Svm4G0025400 Svm1G0007360 Svm3G0021950 Svm1G0041060 Svm7G0040820
N025M00229	0.2048	0.739739	Svm3G0019490 Svm5G0038310 Svm2G0040320 Svm4G0012340 Svm2G0000140 Svm2G0040340 Svm2G0040360 Svm6G0023370 Svm2G0027640 Svm2G0029100
N025M00230	0.1438	0.981643	Svm2G0036600 Svm3G0043310 Svm9G0030760 Svm8G0005160 Svm4G0029560
N025M00231	0.1438	0.997198	Svm7G0026900 Svm9G0020840 Svm7G0032330 Svm3G0007620 Svm1G0033790 Svm7G0040440 Svm8G0018940 Svm4G0014920 Svm9G0028470 Svm4G0034410 Svm3G0010690 Svm4G0009240 Svm1G0013690 Svm9G0026510 Svm5G0053090 Svm5G0031130
N025M00232	0.5942	0.00000	Svm4G0004910 Svm8G0001300 Svm5G0021220 Svm7G0019510 Svm1G0011310 Svm8G0018720 Svm9G0064640 Svm5G0001690 Svm5G0042400 Svm8G0008470 Svm7G0034690 Svm5G0003130 Svm7G0003220 Svm5G0017970 Svm4G0018580 Svm5G0038950 Svm3G0035470 Svm3G0032190 Svm2G0024750 Svm9G0022250 Svm5G0021720 Svm2G0011370 Svm5G0039860 Svm5G0016940 Svm1G0022640 Svm6G0007430 Svm5G0024790 Svm3G0027690 Svm2G0007770 Svm3G0054200 Svm2G0002680 Svm1G0026230 Svm5G0029760 Svm9G0002990 Svm4G0009760 Svm4G0035790 Svm1G0011210 Svm9G0060250 Svm5G0009230 Svm8G0001060 Svm1G0018630 Svm6G0024400 Svm2G0017890 Svm5G0044550 Svm7G0032280 Svm3G0009560 Svm9G0058360 Svm2G0022000 Svm3G0053590 Svm1G0011550 Svm5G0032740 Svm1G0023840 Svm7G0019010 Svm5G0057660 Svm6G0027190 Svm4G0035280 Svm4G0034500 Svm9G0004160 Svm3G0053760 Svm5G0036510 Svm5G0009210 Svm1G0045650 Svm1G0012170 Svm9G0001070 Svm5G0021230 Svm1G0031500 Svm9G0041730 Svm2G0053660 Svm9G0043930 Svm3G0003990 Svm2G0043640 Svm8G0004570 Svm5G0046520 Svm1G0013740 Svm8G0033010 Svm6G0031370 Svm3G0003550 Svm7G0000600 Svm1G0000170 Svm1G0011680 Svm3G0019100 Svm5G0043540 Svm6G0009890 Svm1G0007510 Svm5G0003530 Svm5G0044530 Svm2G0055140 Svm5G0006630 Svm7G0024690 Svm9G0041410 Svm9G0030670 Svm9G0009030 Svm3G0023780
N025M00233	0.5719	0.00000	Svm5G0029460 Svm2G0048510 Svm8G0008590 Svm8G0017040 Svm6G0026870 Svm8G0030100 Svm9G0054850 Svm5G0045140 Svm9G0006330 Svm6G0006570 Svm7G0022250 Svm4G0030130 Svm6G0006560 Svm1G0029590 Svm9G0042560 Svm3G0012470 Svm9G0069710 Svm3G0014080 Svm7G0020610 Svm9G0006320 Svm6G0030200 Svm5G0056030 Svm7G0025830 Svm3G0044820 Svm3G0044830 Svm3G0044840 Svm3G0044850 Svm8G0015100 Svm3G0044860 Svm7G0001150 Svm5G0031220 Svm9G0016210 Svm8G0032510 Svm2G0054070 Svm1G0031010 Svm2G0000840 Svm6G0009380 Svm5G0022390 Svm8G0028490 Svm2G0052880 Svm5G0037080 Svm2G0053960 Svm5G0028500 Svm3G0016620 Svm9G0059660 Svm6G0009350 Svm2G0018390 Svm6G0027420 Svm1G0003720 Svm8G0036060 Svm9G0059650 Svm9G0016220 Svm4G0024640 Svm9G0045060 Svm9G0036690 Svm1G0040250 Svm7G0034970 Svm1G0003690 Svm1G0003710 Svm2G0012950 Svm5G0008030 Svm5G0047910 Svm5G0038560 Svm2G0038190 Svm9G0036710 Svm9G0036720 Svm9G0036730 Svm9G0036740 Svm9G0036750 Svm9G0045070 Svm6G0006500 Svm5G0047300 Svm1G0003670 Svm7G0013920 Svm9G0061850 Svm7G0017120 Svm1G0003680 Svm9G0053970 Svm6G0006510 Svm5G0037320 Svm4G0004040 Svm7G0025770 Svm3G0021350 Svm2G0007600 Svm9G0024520 Svm3G0040540 Svm3G0017470 Svm7G0006810 Svm7G0016450
N025M00234	0.4040	0.000236936	Svm4G0016200 Svm4G0010480 Svm4G0000800 Svm2G0022910 Svm5G0014550 Svm7G0013680 Svm7G0002120 Svm5G0025730 Svm5G0041530 Svm4G0006560 Svm6G0004040 Svm5G0002950 Svm7G0013690 Svm2G0040350 Svm5G0003720 Svm5G0026130 Svm1G0037520 Svm6G0035350 Svm7G0031210 Svm9G0017120 Svm5G0000940 Svm2G0055770 Svm3G0024860 Svm6G0027690 Svm5G0043970 Svm5G0002090 Svm9G0054960 Svm2G0042430 Svm5G0030390 Svm6G0026200 Svm8G0023060 Svm8G0004710 Svm6G0026170 Svm3G0048540 Svm6G0029190 Svm9G0022710 Svm1G0027600 Svm4G0002060 Svm2G0057160 Svm2G0028190 Svm9G0012280 Svm1G0035330 Svm4G0025030 Svm8G0013100 Svm2G0040320 Svm6G0030230 Svm2G0055850 Svm2G0022880 Svm2G0056840 Svm9G0001940 Svm7G0014280 Svm3G0008030 Svm7G0015440 Svm2G0031510 Svm9G0031350 Svm8G0021340 Svm9G0066060 Svm3G0005400 Svm3G0005410 Svm4G0017250 Svm7G0025730 Svm8G0002140 Svm1G0002760 Svm8G0009580 Svm5G0037530 Svm5G0014560 Svm7G0026990 Svm9G0032260 Svm6G0029460 Svm4G0016150 Svm1G0008890 Svm3G0014140 Svm5G0003330
N025M00235	0.2103	0.971759	Svm3G0016700 Svm1G0013020 Svm9G0018820 Svm9G0027670 Svm1G0005170 Svm5G0010090 Svm9G0054040 Svm4G0022130 Svm2G0029420 Svm9G0048150 Svm9G0061510 Svm2G0056120 Svm5G0040270 Svm8G0016340 Svm1G0024940 Svm6G0013520 Svm9G0044550 Svm4G0020800 Svm6G0031900 Svm7G0022890 Svm3G0018090 Svm7G0028860 Svm7G0034910 Svm8G0011460 Svm6G0020480 Svm7G0014030 Svm8G0026470 Svm6G0006850 Svm4G0002380 Svm2G0024020 Svm5G0017570 Svm2G0038220 Svm7G0020620 Svm5G0042010
N025M00236	0.1748	0.971380	Svm5G0034550 Svm5G0057770 Svm5G0054040 Svm8G0006670 Svm7G0026370 Svm9G0020890 Svm9G0006290 Svm2G0029360 Svm9G0008360 Svm2G0026150 Svm9G0068730 Svm7G0010320 Svm9G0051230 Svm2G0010520 Svm9G0014650 Svm4G0027380 Svm9G0000460 Svm1G0019110 Svm3G0009790 Svm3G0049940 Svm7G0035660 Svm3G0000180 Svm5G0032110 Svm1G0046340 Svm2G0004530
N025M00237	0.2334	0.978123	Svm9G0001410 Svm9G0047510 Svm6G0033280 Svm6G0029670 Svm5G0013880 Svm9G0045430 Svm5G0032470 Svm3G0030210 Svm7G0016130 Svm1G0001940 Svm7G0034270 Svm1G0015940 Svm6G0017580 Svm1G0038990 Svm5G0049030 Svm6G0035490 Svm9G0068020 Svm5G0032790 Svm3G0011560 Svm5G0041990 Svm6G0015590 Svm7G0036420 Svm1G0012250 Svm1G0047950 Svm9G0011680 Svm8G0022030 Svm1G0000670 Svm7G0006430 Svm6G0018390 Svm6G0034390 Svm1G0034600 Svm9G0042330 Svm5G0002850 Svm5G0053980 Svm7G0036500 Svm7G0036390 Svm4G0015320 Svm9G0070240 Svm3G0020410 Svm9G0020500 Svm4G0030490 Svm7G0023120 Svm5G0000430 Svm1G0033790 Svm7G0040440 Svm1G0048050 Svm4G0030540 Svm3G0021760 Svm9G0028470 Svm9G0059480
N025M00238	0.1464	0.988865	Svm2G0030100 Svm3G0026720 Svm4G0005030 Svm5G0031120 Svm5G0041450 Svm2G0005150 Svm9G0044010 Svm2G0045740 Svm9G0022670 Svm9G0049690 Svm8G0016650 Svm5G0048750 Svm8G0013520 Svm3G0016110 Svm6G0004300 Svm4G0035190 Svm9G0048190 Svm8G0039260 Svm6G0013380 Svm8G0031000
N025M00239	0.7787	0.00000	Svm3G0040850 Svm6G0004310 Svm2G0002430 Svm3G0008580 Svm4G0035670 Svm5G0024010 Svm7G0009210 Svm7G0039170 Svm2G0021740 Svm8G0000550 Svm8G0007300 Svm8G0008540 Svm8G0038330 Svm9G0065580 Svm9G0043120 Svm5G0029230 Svm7G0041900 Svm5G0050290 Svm9G0024910 Svm5G0024780 Svm9G0055000 Svm9G0049670 Svm8G0011020 Svm1G0041110 Svm6G0013460 Svm3G0000480 Svm1G0018450 Svm2G0026400 Svm5G0039470 Svm9G0021290 Svm1G0027420 Svm9G0040000 Svm2G0002600 Svm4G0029040 Svm6G0020610 Svm7G0042550 Svm2G0033440 Svm9G0020310 Svm2G0034820 Svm4G0008450 Svm9G0002030 Svm8G0033310 Svm6G0033490 Svm3G0012660 Svm3G0048040 Svm4G0031630 Svm9G0028520 Svm9G0064900 Svm2G0003290 Svm2G0002490 Svm2G0032560 Svm6G0030210 Svm5G0009400 Svm2G0053230 Svm2G0049510 Svm2G0017780 Svm4G0024940 Svm3G0008220 Svm9G0040300 Svm6G0004600 Svm1G0048900 Svm6G0014570 Svm7G0008350
N025M00240	0.7286	0.00000	Svm8G0004240 Svm1G0015350 Svm5G0024860 Svm8G0013150 Svm9G0040780 Svm7G0007930 Svm9G0007640 Svm9G0003940 Svm2G0054440 Svm2G0000370 Svm5G0004650 Svm2G0027460 Svm5G0036530 Svm6G0031050 Svm9G0023370 Svm2G0052490 Svm5G0001400 Svm9G0046280 Svm9G0047080 Svm4G0029930 Svm7G0027850 Svm5G0031670 Svm4G0034720 Svm9G0031190 Svm2G0045370 Svm8G0007920 Svm8G0032500 Svm9G0054450 Svm8G0018320 Svm2G0027140 Svm2G0046550 Svm1G0030120 Svm6G0019760 Svm2G0025770 Svm6G0007330 Svm9G0040410 Svm5G0014800 Svm7G0028840 Svm8G0020590 Svm6G0017700 Svm7G0022350 Svm2G0048170 Svm3G0031940 Svm2G0013120 Svm2G0004740 Svm2G0002950 Svm5G0005760 Svm6G0030830 Svm2G0036230 Svm8G0020610 Svm4G0001710 Svm7G0041270 Svm8G0035360 Svm4G0025500 Svm7G0039780 Svm3G0024680 Svm2G0031740 Svm3G0027510 Svm2G0046210 Svm5G0021900 Svm9G0066630
N025M00241	0.4340	6.52732e-08	Svm9G0027180 Svm7G0016580 Svm2G0015130 Svm3G0001110 Svm5G0028110 Svm3G0022580 Svm1G0039290 Svm5G0047820 Svm1G0038580 Svm2G0001720 Svm7G0041190 Svm2G0024840 Svm1G0040700 Svm2G0010350 Svm7G0013590 Svm7G0020340 Svm1G0041100 Svm3G0022740 Svm3G0041860 Svm1G0032100 Svm2G0044030 Svm3G0017330 Svm9G0020240 Svm7G0010500 Svm3G0004970 Svm1G0047200 Svm3G0028480 Svm3G0020330 Svm9G0027260 Svm9G0050430 Svm9G0050440 Svm5G0054960 Svm2G0053390 Svm5G0039990 Svm5G0052690 Svm2G0045530 Svm6G0031520 Svm9G0012210 Svm7G0021430 Svm7G0022220 Svm2G0019420 Svm5G0038170 Svm2G0037650 Svm3G0002930 Svm2G0044740 Svm3G0016010 Svm3G0046300 Svm9G0005610 Svm9G0051590 Svm1G0034110 Svm8G0026680 Svm9G0054000 Svm8G0020630 Svm3G0018120 Svm3G0005100 Svm4G0029500 Svm2G0023100 Svm7G0034730 Svm7G0022600 Svm4G0027040 Svm5G0006030 Svm1G0027370 Svm4G0000430 Svm9G0024410
N025M00242	0.7324	0.00000	Svm3G0037410 Svm4G0026390 Svm1G0021210 Svm7G0011390 Svm1G0022500 Svm1G0027640 Svm2G0010340 Svm2G0021120 Svm2G0025400 Svm2G0033740 Svm3G0019920 Svm3G0020260 Svm3G0039480 Svm3G0040620 Svm2G0028860 Svm3G0042590 Svm4G0004240 Svm4G0009220 Svm1G0004090 Svm4G0016580 Svm5G0011450 Svm5G0018330 Svm6G0008700 Svm1G0032290 Svm6G0020060 Svm8G0014160 Svm8G0032250 Svm9G0058400 Svm3G0048020 Svm1G0014880 Svm4G0019250 Svm9G0050670 Svm6G0027350 Svm1G0023230 Svm9G0014090 Svm9G0068040 Svm3G0026460 Svm1G0031840 Svm3G0019930 Svm2G0043790 Svm4G0031590 Svm9G0062720 Svm6G0018880 Svm1G0043460 Svm7G0019380 Svm8G0000280 Svm1G0021770 Svm2G0025590 Svm2G0027890 Svm9G0021480 Svm7G0024420 Svm9G0066890 Svm3G0025960 Svm5G0011790 Svm8G0024560 Svm7G0021980 Svm1G0037090 Svm3G0043790 Svm4G0012360 Svm7G0009870
N025M00243	0.3297	0.0996130	Svm2G0001240 Svm9G0013390 Svm2G0027770 Svm5G0028020 Svm3G0017980 Svm9G0012710 Svm7G0034310 Svm7G0028140 Svm9G0055160 Svm5G0043440 Svm5G0002510 Svm9G0006390 Svm5G0045180 Svm5G0056660 Svm7G0003640 Svm1G0047820 Svm9G0060790 Svm2G0023220 Svm1G0012460 Svm9G0042940 Svm2G0054420 Svm2G0038610 Svm9G0022520 Svm5G0028560 Svm7G0027030 Svm2G0040430 Svm1G0026380 Svm1G0035750 Svm9G0022500 Svm2G0001310 Svm7G0034140 Svm4G0007610 Svm5G0045010 Svm8G0003600 Svm1G0035060 Svm7G0002790 Svm1G0042300 Svm3G0052520 Svm4G0023260 Svm9G0005140 Svm5G0031150 Svm5G0043330
N025M00244	0.4149	2.69139e-06	Svm4G0016200 Svm4G0010480 Svm5G0014550 Svm7G0013680 Svm5G0025730 Svm5G0041530 Svm5G0037130 Svm4G0006170 Svm6G0004190 Svm5G0003720 Svm5G0026130 Svm1G0037520 Svm6G0035350 Svm7G0031210 Svm9G0017120 Svm5G0000940 Svm2G0055770 Svm3G0024860 Svm6G0027690 Svm2G0040240 Svm6G0035360 Svm5G0043970 Svm1G0021530 Svm9G0054960 Svm2G0042430 Svm5G0030390 Svm9G0041150 Svm6G0026200 Svm8G0023060 Svm8G0004710 Svm4G0020080 Svm6G0026170 Svm1G0041920 Svm3G0048540 Svm9G0022710 Svm1G0027600 Svm4G0002060 Svm2G0057160 Svm2G0028190 Svm9G0012280 Svm1G0035330 Svm4G0025030 Svm8G0013100 Svm2G0040320 Svm7G0041940 Svm6G0030230 Svm4G0000380 Svm2G0055850 Svm2G0022880 Svm9G0030180 Svm3G0042050 Svm2G0056840 Svm7G0014280 Svm3G0008030 Svm7G0015440 Svm1G0041930 Svm2G0031510 Svm2G0001340 Svm9G0041070 Svm7G0023190 Svm5G0057470 Svm8G0021340 Svm3G0042930 Svm5G0002330 Svm9G0013960 Svm9G0066060 Svm9G0041170 Svm3G0005400 Svm3G0005410 Svm4G0017250 Svm7G0025730 Svm8G0002140 Svm1G0002760 Svm5G0037530 Svm7G0016120 Svm5G0014560 Svm7G0026990 Svm5G0003330
N025M00245	0.6561	0.00000	Svm5G0020190 Svm1G0010680 Svm2G0019490 Svm2G0052130 Svm3G0013500 Svm1G0049150 Svm2G0034160 Svm5G0004140 Svm8G0014270 Svm8G0011420 Svm5G0056970 Svm3G0030570 Svm3G0047430 Svm4G0006420 Svm5G0031960 Svm5G0032600 Svm7G0014150 Svm6G0024810 Svm5G0036710 Svm3G0037130 Svm5G0054420 Svm6G0023890 Svm7G0006770 Svm7G0038430 Svm9G0068090 Svm9G0010010 Svm6G0024820 Svm1G0023340 Svm7G0012010 Svm7G0008550 Svm4G0035170 Svm8G0005550 Svm7G0009190 Svm3G0029540 Svm2G0006580 Svm8G0003640 Svm2G0013630 Svm8G0005040 Svm9G0029590 Svm8G0017980 Svm9G0032620 Svm3G0001730 Svm9G0020290 Svm5G0033200 Svm2G0014830 Svm9G0026530 Svm3G0042510 Svm1G0047490 Svm3G0053910 Svm9G0056310 Svm6G0035260 Svm4G0000020 Svm4G0035420 Svm7G0030730 Svm2G0033180
N025M00246	0.3175	0.270257	Svm1G0009520 Svm9G0069130 Svm9G0008360 Svm4G0035840 Svm3G0030890 Svm3G0018560 Svm4G0013540 Svm7G0010320 Svm5G0041520 Svm1G0048130 Svm2G0010520 Svm4G0001250 Svm9G0018220 Svm4G0027380 Svm5G0040540 Svm5G0003910 Svm8G0008510 Svm1G0048080 Svm4G0030190 Svm3G0031280 Svm2G0003790 Svm3G0001330 Svm9G0016600 Svm9G0017830 Svm5G0048500 Svm1G0041870 Svm4G0039000 Svm9G0053570 Svm1G0042880 Svm5G0012730 Svm9G0052560 Svm3G0028180 Svm5G0055100 Svm3G0024640 Svm4G0032950 Svm5G0046510 Svm3G0036840 Svm9G0068430 Svm4G0002310 Svm7G0032080 Svm9G0006760 Svm9G0015700 Svm4G0030460 Svm1G0049420 Svm9G0064840 Svm4G0015800 Svm2G0004230 Svm9G0051430 Svm1G0048830 Svm6G0028860 Svm5G0010330 Svm9G0057780 Svm1G0043270 Svm7G0003020 Svm7G0034650 Svm7G0031180 Svm1G0003020 Svm5G0050830 Svm2G0023140 Svm7G0020320 Svm3G0009790 Svm2G0036990 Svm9G0003420 Svm5G0046270 Svm7G0019060 Svm2G0037200 Svm3G0001640 Svm5G0032060 Svm1G0044890 Svm3G0032560 Svm9G0030600 Svm3G0015350 Svm1G0034570 Svm5G0048740 Svm3G0002330 Svm2G0013740 Svm2G0010820 Svm3G0026830 Svm8G0001340
N025M00247	0.2856	0.812276	Svm9G0064040 Svm3G0051120 Svm9G0002210 Svm6G0033610 Svm5G0006230 Svm5G0032630 Svm8G0018490 Svm2G0029420 Svm6G0016220 Svm9G0038550 Svm2G0053010 Svm4G0030740 Svm2G0046330 Svm5G0000890 Svm6G0013520 Svm9G0007060 Svm1G0048780 Svm3G0050930 Svm9G0013150 Svm3G0013560 Svm8G0001190 Svm4G0013450 Svm5G0002350 Svm3G0049680 Svm9G0024070 Svm4G0026960 Svm5G0040320 Svm9G0054000 Svm9G0058480 Svm1G0021200 Svm2G0025830 Svm4G0029540 Svm3G0002110 Svm2G0054370 Svm2G0051540 Svm4G0001520 Svm7G0034730 Svm5G0054250 Svm3G0011420 Svm7G0001870 Svm8G0002730 Svm5G0041210 Svm7G0031670 Svm1G0008980 Svm4G0008270 Svm5G0051130
N025M00248	0.2866	0.327627	Svm1G0006010 Svm5G0043460 Svm9G0067680 Svm5G0047420 Svm5G0004490 Svm9G0050030 Svm9G0033490 Svm1G0047550 Svm9G0013460 Svm2G0054270 Svm1G0022010 Svm5G0028440 Svm5G0040570 Svm3G0031820 Svm3G0018740 Svm7G0035890 Svm8G0002460 Svm5G0017690 Svm3G0021250 Svm7G0021990 Svm5G0050740 Svm5G0005890 Svm9G0022340 Svm9G0016610 Svm2G0047360 Svm3G0045410 Svm9G0011360 Svm2G0041410 Svm5G0030360 Svm9G0011370 Svm5G0035780 Svm9G0019670 Svm5G0020310 Svm2G0043470 Svm9G0021650 Svm2G0020430 Svm2G0006250 Svm9G0067050 Svm9G0001240 Svm1G0031610 Svm5G0027680 Svm5G0055490 Svm5G0010110 Svm1G0005810
N025M00249	0.4192	2.91707e-05	Svm7G0000540 Svm7G0027880 Svm8G0039160 Svm3G0002600 Svm8G0026170 Svm5G0024950 Svm6G0003710 Svm7G0015190 Svm3G0012350 Svm5G0025780 Svm2G0016070 Svm9G0060430 Svm5G0039940 Svm9G0066080 Svm2G0003090 Svm1G0032170 Svm9G0018100 Svm7G0016230 Svm7G0032470 Svm3G0005160 Svm6G0031580 Svm9G0062150 Svm3G0002790 Svm9G0013420 Svm8G0026310 Svm9G0065150 Svm5G0022640 Svm9G0063290 Svm2G0051710 Svm9G0012260 Svm6G0031600 Svm7G0028290 Svm1G0019020 Svm5G0054330 Svm5G0046580 Svm3G0049370 Svm7G0001880 Svm6G0018920 Svm1G0000140 Svm2G0049310 Svm2G0055060 Svm9G0058610 Svm5G0049960 Svm3G0003300 Svm8G0003560 Svm3G0040740 Svm7G0034200 Svm2G0056410 Svm8G0011010 Svm7G0019690 Svm6G0031100 Svm2G0031670 Svm7G0001260 Svm3G0028630 Svm9G0061070 Svm5G0007120 Svm2G0015300 Svm3G0033970 Svm3G0028550 Svm6G0029300 Svm3G0047610 Svm3G0044710 Svm8G0002220 Svm6G0001790 Svm9G0004440 Svm2G0005830 Svm6G0024360 Svm1G0046570
