#Network	Quality Score	P-value	Gene List
N025M01328	0.1144	0.885117	Svm9G0014000 Svm6G0016960 Svm8G0005740 Svm8G0031820 Svm5G0002360 Svm6G0024200
N025M01329	0.2725	0.429910	Svm7G0011420 Svm6G0035400 Svm3G0048120 Svm1G0003940 Svm3G0053990 Svm1G0020100 Svm1G0020970 Svm1G0023570 Svm2G0036250
N025M01330	0.2070	0.903035	Svm3G0029310 Svm9G0003000 Svm9G0028910 Svm3G0004280
N025M01331	0.1348	0.977250	Svm2G0056740 Svm3G0021540 Svm2G0016380 Svm9G0055740 Svm9G0040800 Svm9G0027150 Svm9G0012530 Svm1G0012320 Svm1G0021890 Svm5G0033290 Svm1G0039490 Svm3G0016850 Svm4G0030040
N025M01332	0.1846	0.924484	Svm3G0033040 Svm5G0045690 Svm1G0040020 Svm1G0003890 Svm7G0024220 Svm2G0041350 Svm4G0034200 Svm7G0013550 Svm3G0053020 Svm5G0057750 Svm5G0042030 Svm2G0043440 Svm3G0019160
N025M01333	0.2063	0.977181	Svm4G0003380 Svm8G0027000 Svm3G0030260 Svm3G0011860 Svm5G0012220 Svm5G0017460 Svm1G0044360 Svm4G0034590 Svm5G0040460 Svm9G0041360 Svm5G0058510 Svm4G0037980 Svm3G0010140 Svm9G0040180
N025M01334	0.1637	0.971115	Svm2G0035770 Svm9G0059830 Svm5G0000330 Svm5G0019770 Svm4G0035690 Svm5G0042660 Svm8G0007190 Svm5G0049520 Svm9G0018620 Svm7G0024390 Svm3G0028650 Svm9G0054880 Svm5G0055780
N025M01335	0.1725	0.967565	Svm9G0031610 Svm5G0049460 Svm4G0009530 Svm1G0048520 Svm8G0026880 Svm2G0055480 Svm7G0000130 Svm3G0018160 Svm6G0002720 Svm1G0047560 Svm3G0019500 Svm3G0026410 Svm3G0013190
N025M01336	0.1703	0.988965	Svm3G0026200 Svm9G0022330 Svm5G0020700 Svm1G0005930 Svm5G0020480 Svm9G0010790 Svm4G0003260 Svm1G0046260 Svm1G0046330 Svm5G0037330 Svm2G0041690 Svm2G0048570 Svm1G0022630 Svm9G0054730 Svm5G0004130 Svm9G0008900 Svm9G0053020 Svm3G0008010 Svm1G0048960 Svm5G0047870 Svm2G0006390
N025M01337	0.1451	0.967014	Svm9G0029330 Svm9G0046680 Svm9G0040100 Svm4G0031000 Svm4G0013890 Svm3G0004150 Svm5G0020330 Svm5G0004620 Svm9G0062040 Svm3G0017120 Svm5G0043950
N025M01338	0.1682	0.938032	Svm1G0029070 Svm1G0000150 Svm3G0045340 Svm5G0021350 Svm8G0012070 Svm7G0022120 Svm4G0014680 Svm5G0006000 Svm5G0045830 Svm5G0019250 Svm9G0006910 Svm8G0003360 Svm8G0033880
N025M01339	0.1422	0.999877	Svm5G0033080 Svm5G0030640 Svm2G0048100 Svm4G0011670 Svm5G0056700 Svm1G0007950 Svm4G0002930 Svm4G0001080 Svm9G0012110 Svm8G0029380 Svm7G0026920 Svm5G0007210
N025M01340	0.2414	0.582108	Svm2G0047230 Svm9G0068530 Svm6G0024000 Svm6G0011350 Svm9G0048710 Svm4G0034650 Svm3G0029520 Svm1G0006980 Svm1G0012590 Svm7G0038360 Svm2G0033550 Svm9G0046500 Svm1G0048620 Svm3G0014470 Svm3G0016450 Svm7G0043330
N025M01341	0.1957	0.988651	Svm4G0027520 Svm6G0009750 Svm8G0032770 Svm3G0048350 Svm6G0017180 Svm3G0052020 Svm2G0012140 Svm7G0003100 Svm4G0019210 Svm3G0037620 Svm4G0019060 Svm4G0034630 Svm5G0024270 Svm8G0007250 Svm7G0006450 Svm9G0050370 Svm4G0016290 Svm2G0042070 Svm9G0054570 Svm4G0020520 Svm1G0045910 Svm4G0027960 Svm8G0020050 Svm1G0047830
N025M01342	0.1657	0.981182	Svm7G0029120 Svm9G0024830 Svm1G0028010 Svm9G0050420 Svm8G0015930 Svm3G0040320 Svm1G0041830 Svm8G0011240 Svm4G0015590 Svm9G0012840
N025M01343	0.09978	0.994698	Svm7G0025780 Svm4G0014370 Svm5G0056260 Svm1G0000910 Svm1G0040850 Svm6G0001840 Svm4G0032340
N025M01344	0.1256	0.993083	Svm4G0018900 Svm8G0032770 Svm4G0022470 Svm4G0019210 Svm4G0009390 Svm5G0003060 Svm8G0007250 Svm2G0033080 Svm1G0011630 Svm3G0048360 Svm1G0037700 Svm8G0001500 Svm8G0021970
N025M01345	0.1185	0.998195	Svm2G0040240 Svm1G0021530 Svm1G0006250 Svm6G0011070 Svm2G0031270 Svm7G0016120 Svm6G0003910 Svm9G0019740 Svm7G0039380 Svm1G0003290
N025M01346	0.1372	0.903035	Svm7G0020830 Svm3G0006120 Svm7G0018450 Svm3G0019900
N025M01347	0.2683	0.921873	Svm7G0014290 Svm4G0010040 Svm5G0011300 Svm8G0028650 Svm5G0040840 Svm8G0030840 Svm4G0006050 Svm7G0032430
N025M01348	0.1457	0.786612	Svm7G0003620 Svm3G0019180 Svm1G0017780 Svm7G0036570 Svm3G0026980 Svm7G0023680 Svm9G0050630 Svm5G0005770 Svm3G0005550
N025M01349	0.2805	0.400692	Svm7G0018940 Svm7G0027520 Svm9G0049440 Svm5G0042240 Svm9G0006430 Svm4G0031170 Svm6G0008570 Svm4G0006690 Svm3G0004010 Svm5G0028780 Svm5G0018180 Svm2G0057560 Svm3G0010620 Svm9G0067660 Svm3G0031310 Svm4G0036060 Svm8G0002500 Svm2G0043250 Svm6G0016290 Svm9G0055050 Svm5G0033220
N025M01350	0.1231	0.998062	Svm7G0030310 Svm2G0050500 Svm2G0030760 Svm2G0043810 Svm7G0033470 Svm9G0023090 Svm2G0033420 Svm4G0002970
N025M01351	0.1461	0.999616	Svm4G0034380 Svm9G0022030 Svm7G0028810 Svm9G0008420 Svm9G0011560 Svm1G0006090 Svm2G0037690 Svm4G0007890 Svm8G0000410 Svm2G0024430
N025M01352	0.1667	0.967014	Svm9G0041570 Svm3G0027820 Svm2G0039870 Svm6G0001650 Svm5G0055480 Svm6G0028830 Svm2G0017440 Svm9G0067480 Svm9G0028090 Svm5G0009820 Svm7G0024020
N025M01353	0.1691	0.999755	Svm3G0045170 Svm6G0018390 Svm3G0019970 Svm7G0015410 Svm6G0020990 Svm8G0000120 Svm2G0048090 Svm8G0025040 Svm6G0030070 Svm9G0038630 Svm3G0032250 Svm3G0054090 Svm4G0026290 Svm7G0026920 Svm3G0041750 Svm1G0006110
N025M01354	0.1569	0.950061	Svm5G0011490 Svm1G0019170 Svm8G0013530 Svm8G0034830 Svm2G0007420 Svm3G0050510 Svm5G0014020 Svm9G0032510 Svm9G0044220 Svm1G0008110 Svm6G0031690 Svm4G0019890
N025M01355	0.2592	0.540846	Svm3G0013240 Svm5G0043920 Svm1G0025030 Svm1G0036210 Svm8G0035630 Svm1G0035420 Svm8G0028930 Svm1G0026380 Svm1G0044100 Svm2G0047700 Svm5G0019800 Svm1G0042300 Svm9G0021890
N025M01356	0.1477	0.967014	Svm7G0023630 Svm1G0012450 Svm9G0068870 Svm5G0008930 Svm9G0000700 Svm2G0026800 Svm2G0027370 Svm9G0063570 Svm3G0039650 Svm2G0031310 Svm2G0044170
N025M01357	0.1551	0.701879	Svm4G0014530 Svm5G0038610 Svm8G0001660 Svm7G0008700 Svm4G0039110 Svm2G0026900 Svm2G0018290 Svm9G0056600 Svm9G0031230
N025M01358	0.1300	0.810761	Svm8G0036150 Svm9G0033970 Svm8G0013510 Svm7G0022300 Svm2G0039220 Svm3G0052650
N025M01359	0.07538	0.985452	Svm2G0055060 Svm2G0038720 Svm1G0024840
N025M01360	0.1670	0.837682	Svm2G0005900 Svm3G0034720 Svm9G0051710 Svm9G0000900 Svm4G0027430 Svm9G0054070 Svm9G0001180 Svm3G0015960 Svm6G0002560 Svm5G0058050 Svm9G0009210
N025M01361	0.1711	0.998472	Svm1G0041350 Svm2G0025510 Svm2G0037850 Svm6G0031030 Svm1G0009900 Svm4G0038490 Svm1G0047320 Svm1G0047810 Svm9G0061960 Svm1G0002850 Svm5G0052680 Svm7G0021840 Svm5G0042110 Svm9G0066200 Svm3G0039560 Svm2G0016910 Svm1G0032400 Svm3G0018510 Svm3G0014470 Svm3G0008370
N025M01362	0.2210	0.752582	Svm9G0070070 Svm8G0005270 Svm7G0004500 Svm7G0006740 Svm9G0049820 Svm1G0013150 Svm7G0028330 Svm5G0037160
N025M01363	0.1555	0.989275	Svm2G0000420 Svm4G0000890 Svm3G0020630 Svm7G0030780 Svm6G0020570 Svm8G0028350 Svm9G0057620
N025M01364	0.2127	0.929790	Svm9G0007760 Svm1G0015770 Svm5G0035030 Svm5G0012690 Svm7G0037060 Svm5G0024450 Svm5G0047160 Svm9G0007900 Svm1G0044590 Svm3G0033120 Svm4G0006750 Svm2G0048700 Svm1G0044520 Svm6G0005730 Svm9G0012220 Svm7G0038690 Svm9G0008640 Svm1G0042380 Svm7G0043330 Svm7G0031270
N025M01365	0.1129	0.904785	Svm8G0004360 Svm4G0020580 Svm3G0026240
N025M01366	0.2061	0.979106	Svm5G0047250 Svm7G0041690 Svm9G0067860 Svm3G0002900 Svm9G0021150 Svm6G0029970 Svm2G0044920 Svm5G0009360 Svm9G0057450 Svm1G0007480 Svm9G0017700
N025M01367	0.1924	0.976757	Svm5G0007700 Svm1G0044360 Svm7G0042160 Svm5G0040460 Svm3G0000260 Svm1G0003730 Svm9G0070050 Svm8G0025680 Svm5G0027620 Svm1G0014910 Svm2G0017540 Svm2G0041760 Svm9G0066150 Svm8G0004320 Svm3G0003580
N025M01368	0.1509	0.988026	Svm9G0002760 Svm2G0041700 Svm6G0009050 Svm1G0012590 Svm7G0038360 Svm9G0046500 Svm4G0035220 Svm7G0043330
N025M01369	0.1905	0.976073	Svm3G0029450 Svm4G0003380 Svm5G0014300 Svm8G0027000 Svm3G0030260 Svm9G0001950 Svm9G0027530 Svm9G0041360 Svm5G0058510 Svm9G0068250 Svm5G0021880 Svm1G0000350 Svm4G0037980 Svm4G0003530 Svm9G0059110 Svm9G0040180
N025M01370	0.2756	0.156161	Svm9G0063250 Svm6G0010310 Svm6G0010330 Svm1G0027470 Svm4G0033910 Svm3G0037340 Svm9G0003320 Svm6G0006040 Svm9G0024860 Svm2G0037800 Svm2G0055150 Svm4G0027550
N025M01371	0.2191	0.921394	Svm2G0043520 Svm5G0030650 Svm6G0028610 Svm6G0017050 Svm9G0007350 Svm5G0045050 Svm1G0004980 Svm7G0021300 Svm1G0049500 Svm2G0011070 Svm5G0058800 Svm9G0029630
N025M01372	0.1500	0.864926	Svm3G0035100 Svm5G0025510 Svm7G0008420 Svm9G0070560 Svm4G0028110 Svm9G0024090 Svm5G0023390 Svm5G0028240
N025M01373	0.2337	0.963707	Svm4G0027470 Svm5G0017110 Svm4G0004570 Svm9G0027670 Svm5G0047040 Svm5G0006150 Svm6G0016330 Svm2G0005850 Svm9G0064820 Svm1G0026800 Svm5G0042680 Svm5G0048990 Svm6G0012760 Svm4G0001070 Svm5G0035080 Svm1G0028750 Svm3G0028070 Svm4G0020760 Svm7G0018480 Svm7G0010950 Svm2G0011280 Svm9G0034280 Svm2G0049500 Svm4G0006950 Svm1G0033710 Svm1G0008680 Svm1G0029860 Svm1G0033720 Svm9G0028860 Svm2G0005510 Svm7G0018930 Svm3G0036270 Svm9G0032680
N025M01374	0.1717	0.996358	Svm1G0008130 Svm9G0067990 Svm5G0019140 Svm5G0005230 Svm8G0001280 Svm8G0000020 Svm5G0027180 Svm9G0065250 Svm7G0033300 Svm2G0054640
N025M01375	0.2446	0.831741	Svm9G0015780 Svm3G0035480 Svm8G0022420 Svm4G0036480 Svm5G0012260 Svm9G0032980 Svm9G0037650 Svm2G0010440 Svm7G0038370 Svm9G0044000 Svm9G0050270 Svm9G0045410 Svm4G0028740 Svm5G0051110 Svm3G0047290 Svm1G0028250
N025M01376	0.1430	0.996951	Svm5G0057160 Svm1G0010350 Svm9G0009830 Svm1G0017200 Svm9G0034460 Svm3G0015290 Svm2G0049840 Svm1G0004170 Svm3G0034380 Svm8G0018250 Svm3G0049100 Svm6G0029510
N025M01377	0.1114	0.668740	Svm5G0029500 Svm9G0057860 Svm7G0000640
N025M01378	0.3499	0.0198118	Svm2G0001240 Svm2G0027770 Svm5G0028020 Svm9G0012710 Svm7G0034310 Svm7G0028140 Svm9G0055160 Svm5G0043440 Svm5G0002510 Svm5G0045180 Svm5G0017130 Svm5G0056660 Svm2G0017860 Svm1G0035420 Svm7G0003640 Svm1G0047820 Svm9G0060790 Svm2G0023220 Svm1G0012460 Svm9G0042940 Svm2G0038610 Svm9G0022520 Svm5G0028560 Svm7G0027030 Svm2G0040430 Svm1G0026380 Svm7G0038190 Svm1G0035750 Svm9G0022500 Svm2G0001310 Svm7G0034140 Svm4G0007610 Svm5G0045010 Svm6G0030530 Svm8G0003600 Svm9G0023720 Svm2G0047700 Svm1G0035060 Svm7G0002790 Svm1G0042300 Svm3G0052520 Svm9G0021890 Svm9G0005140 Svm5G0031150 Svm4G0015180 Svm5G0043330
N025M01379	0.3137	0.127376	Svm9G0001300 Svm5G0024200 Svm8G0007230 Svm3G0029740 Svm9G0005750 Svm6G0003160 Svm1G0048480 Svm9G0059820 Svm4G0010620 Svm5G0043710 Svm4G0000570 Svm3G0005910 Svm4G0039130 Svm9G0063120 Svm6G0026880 Svm6G0023730 Svm2G0022120 Svm9G0049750 Svm3G0032570 Svm2G0021080 Svm1G0038770 Svm3G0045890 Svm4G0017130 Svm3G0054190 Svm1G0006880 Svm3G0014050 Svm3G0015980 Svm5G0040040
N025M01380	0.1162	0.963181	Svm6G0027880 Svm8G0015580 Svm5G0022180 Svm4G0035960 Svm8G0037640 Svm3G0038560 Svm5G0013290
N025M01381	0.2748	0.511515	Svm6G0008150 Svm3G0039960 Svm6G0007470 Svm5G0017670 Svm1G0015150 Svm5G0029370 Svm4G0007510 Svm7G0024230 Svm1G0025620 Svm4G0037170 Svm4G0004070 Svm4G0007380
N025M01382	0.3850	0.00242323	Svm3G0026350 Svm3G0017710 Svm7G0039100 Svm5G0013700 Svm3G0018380 Svm1G0030720 Svm5G0050940 Svm3G0006470 Svm7G0028060 Svm5G0011250 Svm7G0000380 Svm1G0049330 Svm1G0003300 Svm1G0040170 Svm1G0038600 Svm3G0012530 Svm4G0016830 Svm5G0047230 Svm9G0031030 Svm7G0035560 Svm4G0006520 Svm4G0002550 Svm9G0046970 Svm2G0000480 Svm8G0031360 Svm3G0034830 Svm2G0050120 Svm9G0007780 Svm1G0015060 Svm1G0033510 Svm9G0004150 Svm4G0009860 Svm7G0037070 Svm5G0006800 Svm3G0029320 Svm7G0035860 Svm8G0001230 Svm2G0042220 Svm2G0024930 Svm5G0048250 Svm1G0038150 Svm1G0007210 Svm3G0046820 Svm5G0004470 Svm6G0029450 Svm5G0031980 Svm9G0054820 Svm9G0042960 Svm5G0017260 Svm5G0024260 Svm9G0046420 Svm5G0033110 Svm7G0037090 Svm4G0013570 Svm2G0036370 Svm2G0052690 Svm2G0050170 Svm1G0032950 Svm5G0050270 Svm8G0037980 Svm9G0000800 Svm5G0004300 Svm7G0034660 Svm2G0034800 Svm2G0044960
N025M01383	0.2872	0.671895	Svm2G0049400 Svm7G0024670 Svm6G0026340 Svm4G0028430 Svm9G0060120 Svm3G0009730 Svm8G0027020 Svm5G0033130 Svm7G0024290 Svm7G0031080 Svm5G0006370 Svm5G0033140 Svm1G0000030 Svm3G0037250 Svm1G0005140 Svm4G0033030 Svm7G0039920 Svm7G0019250 Svm4G0017180 Svm6G0014220 Svm7G0041510 Svm4G0021420 Svm9G0045270 Svm7G0016990 Svm2G0017350 Svm2G0055490 Svm5G0005200 Svm6G0029660 Svm4G0031750 Svm5G0039650 Svm4G0009370 Svm7G0016630 Svm9G0001010 Svm9G0005340 Svm7G0036850 Svm3G0015710 Svm9G0069040 Svm9G0021830 Svm8G0004800 Svm9G0069440 Svm9G0063600
N025M01384	0.1489	0.973971	Svm9G0007210 Svm2G0005900 Svm3G0034720 Svm9G0051710 Svm5G0054560 Svm8G0025360 Svm1G0029230 Svm5G0000440 Svm4G0023050
N025M01385	0.1362	0.955513	Svm7G0035800 Svm9G0012880 Svm3G0000500 Svm1G0022280 Svm3G0033190 Svm1G0039740 Svm4G0008990 Svm3G0020800 Svm2G0035410 Svm6G0022230
N025M01386	0.1374	0.989227	Svm6G0002410 Svm5G0057110 Svm9G0055430 Svm4G0006640 Svm1G0005250 Svm9G0010520 Svm6G0020890 Svm2G0051080 Svm3G0018490 Svm8G0010040 Svm8G0015940
N025M01387	0.2156	0.853288	Svm7G0028640 Svm5G0020080 Svm4G0027620 Svm5G0040110 Svm8G0003120 Svm8G0002940 Svm6G0003740 Svm9G0068270 Svm1G0022610 Svm1G0037600 Svm1G0004570
N025M01388	0.1975	0.916915	Svm7G0003950 Svm7G0013980 Svm2G0035000 Svm1G0005620 Svm1G0031850 Svm4G0015350 Svm2G0007360 Svm4G0022780 Svm2G0032110 Svm8G0018430 Svm7G0037490 Svm8G0019870 Svm5G0009070
N025M01389	0.1335	0.999189	Svm3G0047900 Svm8G0003370 Svm3G0037170 Svm6G0020120 Svm1G0012340 Svm8G0026280 Svm7G0007900 Svm3G0004310 Svm9G0015800 Svm8G0018000 Svm1G0012840
N025M01390	0.1033	0.992931	Svm7G0020120 Svm2G0003150 Svm5G0052230 Svm3G0034690
N025M01391	0.1937	0.851865	Svm7G0002330 Svm9G0000880 Svm9G0042390 Svm2G0041000 Svm8G0034430
N025M01392	0.1722	0.929767	Svm3G0019360 Svm5G0020980 Svm5G0034080 Svm9G0022330 Svm5G0020700 Svm4G0003260 Svm1G0046260 Svm1G0046330 Svm1G0048960 Svm3G0025980
N025M01393	0.3552	0.0147639	Svm1G0045570 Svm3G0033880 Svm9G0051600 Svm5G0008740 Svm4G0004920 Svm3G0039910 Svm9G0039450 Svm9G0010230 Svm8G0003220 Svm5G0037580 Svm3G0029810 Svm5G0017950 Svm9G0001300 Svm1G0011560 Svm2G0010370 Svm4G0019840 Svm9G0012480 Svm3G0043740 Svm6G0010600 Svm4G0013980 Svm6G0028650 Svm3G0014210 Svm3G0026900 Svm4G0004550 Svm7G0032400 Svm4G0013290 Svm3G0022200 Svm5G0002820 Svm9G0000600 Svm7G0014960 Svm9G0014870 Svm9G0005750 Svm5G0043710 Svm6G0006150 Svm3G0022510 Svm6G0021300 Svm9G0050810 Svm5G0012610 Svm3G0014680 Svm9G0070300 Svm9G0026240 Svm9G0066340 Svm4G0014960 Svm5G0058430 Svm3G0045910 Svm9G0042750 Svm4G0036470 Svm2G0018430 Svm2G0020720 Svm9G0056190 Svm9G0038430 Svm2G0011290 Svm5G0015560 Svm9G0057640 Svm3G0033030 Svm5G0036980 Svm1G0025020 Svm9G0059040 Svm7G0031490 Svm5G0037600 Svm5G0047520 Svm8G0001400
N025M01394	0.1587	0.995692	Svm7G0021420 Svm7G0009080 Svm5G0023120 Svm4G0015930 Svm3G0047460 Svm1G0019460 Svm9G0010830 Svm6G0029240 Svm2G0022770 Svm7G0037600 Svm6G0008210 Svm3G0033910
N025M01395	0.1941	0.990967	Svm7G0042170 Svm5G0024360 Svm2G0052140 Svm3G0022670 Svm9G0006800 Svm5G0002830 Svm6G0014460 Svm9G0063180 Svm3G0054330 Svm5G0051690 Svm9G0068300 Svm9G0024090 Svm6G0018700 Svm5G0025580 Svm5G0028240
N025M01396	0.1994	0.995683	Svm7G0013530 Svm9G0065280 Svm5G0046840 Svm9G0066770 Svm2G0032150 Svm9G0009730 Svm2G0030350 Svm9G0054430 Svm8G0011750 Svm5G0013650 Svm1G0014160 Svm5G0043380 Svm4G0002930 Svm3G0001190 Svm3G0008840 Svm5G0022370 Svm2G0052270 Svm9G0041130 Svm7G0016930 Svm2G0016150 Svm9G0065210 Svm6G0020220 Svm5G0010020 Svm7G0019140 Svm9G0064330 Svm5G0016830
N025M01397	0.1151	0.738548	Svm6G0033750 Svm2G0049990 Svm9G0066600 Svm5G0018670 Svm8G0015710 Svm9G0038860 Svm9G0063520
N025M01398	0.2945	0.160434	Svm4G0006110 Svm6G0020090 Svm4G0032810 Svm9G0059770 Svm9G0017160 Svm5G0011260 Svm7G0031500 Svm1G0005330 Svm9G0043870 Svm9G0054250 Svm9G0022290 Svm6G0010710 Svm3G0003970 Svm2G0030090 Svm2G0027420 Svm4G0032820 Svm9G0007940 Svm9G0017090 Svm1G0037950
N025M01399	0.1195	0.520939	Svm1G0001280 Svm3G0053810 Svm9G0061240 Svm5G0027780 Svm9G0021010 Svm3G0006310 Svm9G0023270 Svm4G0034670
N025M01400	0.2280	0.940042	Svm8G0016150 Svm7G0001430 Svm5G0045700 Svm6G0015550 Svm2G0041270 Svm7G0027200 Svm9G0002680 Svm7G0007670 Svm1G0036110 Svm1G0036670 Svm9G0046390 Svm3G0041710 Svm9G0003190 Svm6G0035380 Svm3G0002090 Svm3G0041670 Svm3G0038790 Svm1G0037550 Svm6G0011960 Svm6G0017160 Svm6G0034400 Svm1G0041320 Svm7G0008460 Svm7G0026840 Svm9G0052340 Svm9G0009120 Svm3G0027880 Svm1G0041850 Svm2G0044910
N025M01401	0.2061	0.859878	Svm6G0009520 Svm5G0016970 Svm1G0010230 Svm1G0044460 Svm9G0048910 Svm1G0026400 Svm1G0036990 Svm5G0053270 Svm9G0009940 Svm2G0043370 Svm3G0047980 Svm5G0019370 Svm9G0061160 Svm2G0051860
N025M01402	0.1158	0.998782	Svm4G0025970 Svm1G0002100 Svm5G0011320 Svm6G0014520 Svm1G0033280 Svm5G0035440 Svm4G0009580 Svm1G0042090 Svm9G0034940 Svm5G0006740 Svm2G0030000 Svm4G0003750
N025M01403	0.1920	0.974335	Svm3G0020590 Svm3G0000950 Svm9G0061820 Svm3G0035940 Svm5G0053830 Svm2G0037600 Svm3G0013170 Svm6G0033840 Svm9G0015580 Svm3G0006770 Svm5G0027330 Svm9G0030520 Svm9G0017700
N025M01404	0.1590	0.810761	Svm2G0054950 Svm3G0000450 Svm9G0045370 Svm2G0056620 Svm1G0024050 Svm6G0005150
N025M01405	0.1987	0.892753	Svm5G0012410 Svm5G0000500 Svm2G0029560 Svm1G0027860 Svm4G0027930 Svm1G0021270 Svm9G0033690 Svm7G0000490 Svm7G0043040 Svm9G0069630 Svm6G0022240 Svm7G0035190
N025M01406	0.1443	0.998062	Svm2G0020950 Svm5G0024270 Svm7G0006840 Svm6G0028490 Svm5G0005120 Svm7G0008960 Svm8G0020910 Svm1G0047830
N025M01407	0.2414	0.578084	Svm3G0018990 Svm9G0009110 Svm4G0020480 Svm9G0065830 Svm9G0053370 Svm5G0009420 Svm9G0068860 Svm2G0026090 Svm1G0033720 Svm5G0017780 Svm3G0023920
N025M01408	0.1280	0.966959	Svm4G0003050 Svm7G0018630 Svm9G0046610 Svm1G0008910 Svm7G0033530 Svm4G0019530 Svm5G0042950 Svm5G0055430
N025M01409	0.2657	0.741699	Svm6G0026870 Svm5G0046640 Svm3G0021370 Svm2G0056430 Svm1G0022520 Svm4G0018190 Svm4G0032980 Svm8G0024590 Svm2G0043870 Svm6G0000590 Svm5G0026030 Svm5G0038460 Svm8G0010180 Svm4G0033530 Svm7G0005780 Svm1G0032810 Svm2G0005470 Svm4G0028390
N025M01410	0.08430	0.993907	Svm6G0006390 Svm9G0061930 Svm5G0027200 Svm5G0049130 Svm9G0053640
N025M01411	0.08755	0.959572	Svm9G0005510 Svm4G0033690 Svm3G0042850
N025M01412	0.1401	0.969949	Svm2G0000920 Svm2G0056850 Svm9G0048700 Svm5G0006940 Svm5G0000450
N025M01413	0.1253	0.989158	Svm8G0013750 Svm7G0014310 Svm7G0006130 Svm8G0013420 Svm7G0018920 Svm1G0001690 Svm2G0042370 Svm9G0048300 Svm3G0044050
N025M01414	0.1911	0.979716	Svm5G0029070 Svm4G0003970 Svm7G0002360 Svm8G0006350 Svm3G0026190 Svm4G0016870 Svm3G0052920 Svm3G0023930
N025M01415	0.2058	0.929767	Svm2G0003860 Svm2G0046210 Svm2G0033520 Svm8G0007870 Svm6G0026420 Svm9G0065040 Svm2G0024080 Svm9G0035750 Svm5G0019350 Svm1G0035540
N025M01416	0.1250	0.989880	Svm1G0007550 Svm8G0028080 Svm9G0032790 Svm2G0035660 Svm3G0044280 Svm9G0027080
N025M01417	0.1515	0.977181	Svm1G0040410 Svm9G0066830 Svm3G0046790 Svm3G0026440 Svm5G0050270 Svm1G0025810 Svm1G0023420 Svm9G0070020 Svm2G0037530 Svm5G0051630 Svm2G0005110 Svm1G0003930 Svm9G0065140 Svm1G0041330
N025M01418	0.2673	0.377871	Svm2G0012960 Svm1G0039150 Svm5G0041940 Svm5G0013930 Svm7G0018410 Svm7G0017030 Svm6G0033710 Svm4G0001870 Svm3G0025040 Svm5G0049830 Svm9G0004500 Svm3G0030990 Svm5G0016060 Svm8G0009870 Svm4G0011440 Svm5G0015830 Svm1G0018730 Svm9G0014850 Svm9G0049040 Svm3G0008560
N025M01419	0.1155	0.984338	Svm9G0033860 Svm3G0020890 Svm8G0012080 Svm1G0012760 Svm9G0057500 Svm3G0053620 Svm1G0032220 Svm6G0032740
N025M01420	0.1740	0.681749	Svm2G0032130 Svm7G0025050 Svm9G0017480 Svm7G0001520 Svm7G0033150 Svm9G0039340 Svm1G0038980 Svm7G0039810
N025M01421	0.2001	0.944054	Svm7G0007140 Svm6G0033410 Svm5G0047590 Svm4G0030620 Svm4G0019610 Svm1G0014270 Svm2G0047630 Svm4G0000330 Svm3G0017290 Svm4G0018380 Svm1G0044940 Svm3G0041930 Svm6G0034560
N025M01422	0.1598	0.763662	Svm5G0054460 Svm4G0027430 Svm5G0054240 Svm9G0054070 Svm9G0001180 Svm3G0015960 Svm7G0023740 Svm5G0058050 Svm5G0027560 Svm1G0031680
N025M01423	0.2764	0.729410	Svm8G0024070 Svm3G0016000 Svm4G0034330 Svm2G0020760 Svm3G0007880 Svm4G0031400 Svm8G0027610 Svm2G0008740 Svm6G0025820 Svm2G0037830 Svm9G0067040 Svm2G0018420 Svm4G0018510 Svm2G0054260 Svm2G0049920 Svm4G0000760 Svm1G0026720 Svm8G0009270 Svm6G0032220 Svm3G0012790 Svm6G0024860 Svm2G0052360 Svm5G0001330 Svm3G0015390 Svm1G0046350 Svm4G0038410 Svm5G0047940 Svm9G0026910 Svm6G0027150 Svm7G0031260 Svm6G0031990 Svm5G0014830 Svm5G0020740 Svm2G0041470 Svm4G0026340 Svm5G0018470 Svm1G0044030 Svm1G0037060 Svm9G0013000 Svm3G0023050
N025M01424	0.2399	0.604459	Svm5G0012410 Svm4G0027930 Svm1G0021270 Svm9G0033690 Svm7G0000490 Svm7G0043040 Svm6G0022240 Svm7G0035190 Svm9G0044320
N025M01425	0.1911	0.979880	Svm4G0034380 Svm9G0000280 Svm3G0023190 Svm1G0045160 Svm4G0007130 Svm3G0046220 Svm3G0042380 Svm5G0028010 Svm8G0006100 Svm9G0031330 Svm2G0008890 Svm6G0019520 Svm6G0006250
N025M01426	0.1671	0.967224	Svm9G0044310 Svm2G0049290 Svm2G0055200 Svm9G0057200 Svm7G0000740 Svm2G0007810
N025M01427	0.1110	0.985452	Svm3G0000830 Svm5G0036840 Svm6G0019230
N025M01428	0.2370	0.410445	Svm5G0049480 Svm7G0004630 Svm5G0056730 Svm3G0049400 Svm8G0032780 Svm3G0030350 Svm1G0023960 Svm8G0036860 Svm1G0006280 Svm3G0000700 Svm7G0001860 Svm9G0037320 Svm9G0025870 Svm9G0057750 Svm6G0002580 Svm8G0027810 Svm8G0039350 Svm5G0010740 Svm1G0004520 Svm5G0053560 Svm5G0003880
N025M01429	0.1908	0.886427	Svm2G0005260 Svm9G0039830 Svm1G0036170 Svm1G0001010 Svm1G0024360 Svm3G0024790 Svm1G0026340 Svm6G0027590
