#Network	Quality Score	P-value	Gene List
N005M00348	0.2118	0.344460	Svm2G0028870 Svm3G0003030 Svm4G0026710 Svm2G0040090 Svm6G0021190 Svm6G0008660
N005M00349	0.3929	0.000421787	Svm2G0050260 Svm6G0026840 Svm9G0016920 Svm3G0043510 Svm2G0050170 Svm3G0031670 Svm5G0004970 Svm6G0016590 Svm5G0029020 Svm9G0002310 Svm1G0043540 Svm2G0050120 Svm7G0042320 Svm3G0015030 Svm9G0055310 Svm9G0066000 Svm3G0048660 Svm6G0024950
N005M00350	0.6252	1.07007e-07	Svm7G0001400 Svm4G0039170 Svm8G0009860 Svm9G0042690 Svm1G0010220 Svm3G0005440 Svm3G0013480 Svm1G0038380 Svm2G0032310 Svm1G0001100 Svm2G0030380 Svm5G0031380 Svm1G0008930 Svm6G0013010 Svm4G0023970 Svm9G0014180 Svm8G0007130
N005M00351	0.3558	0.0145248	Svm9G0041620 Svm1G0036420 Svm4G0004110 Svm5G0020190 Svm9G0032570 Svm8G0008710 Svm9G0041610 Svm7G0014150 Svm5G0054830 Svm3G0022140 Svm5G0057520 Svm8G0006050 Svm1G0040840 Svm7G0004500
N005M00352	0.7325	8.04498e-08	Svm4G0038440 Svm1G0019250 Svm3G0025840 Svm5G0005160 Svm5G0013260 Svm6G0002420 Svm6G0010380 Svm7G0016080 Svm7G0018500 Svm8G0019830 Svm9G0010600 Svm9G0027760 Svm8G0012720 Svm3G0052240 Svm2G0047830 Svm9G0000120 Svm3G0019330
N005M00353	0.2982	0.189239	Svm5G0039180 Svm7G0029820 Svm5G0048050 Svm1G0038970 Svm4G0007750 Svm9G0016080
N005M00354	0.3268	0.0827227	Svm6G0032070 Svm2G0023170 Svm5G0048670 Svm4G0036040 Svm9G0018710 Svm5G0050180 Svm9G0069890 Svm5G0021270 Svm9G0026300 Svm5G0045950 Svm5G0053030 Svm5G0056890 Svm8G0003530
N005M00355	0.3015	0.0559157	Svm5G0003720 Svm7G0013680 Svm1G0037520 Svm6G0035350 Svm7G0031210 Svm2G0040350 Svm2G0055770 Svm7G0014280 Svm5G0002950 Svm9G0012280 Svm1G0002760 Svm2G0051840 Svm7G0008180
N005M00356	0.3214	0.0314362	Svm5G0058670 Svm3G0038460 Svm6G0013110 Svm1G0000280 Svm1G0030710 Svm8G0008570 Svm2G0008900 Svm9G0014040 Svm4G0024770 Svm9G0036960 Svm2G0029380 Svm1G0034500 Svm9G0052720 Svm1G0015290 Svm2G0041810 Svm4G0023210 Svm9G0015640
N005M00357	0.2716	0.191866	Svm2G0048520 Svm9G0050720 Svm5G0051610 Svm5G0007880 Svm1G0030710 Svm9G0011670 Svm9G0014040 Svm1G0048040 Svm9G0036960 Svm9G0055650 Svm3G0002150 Svm2G0018650 Svm2G0032550 Svm1G0024560 Svm2G0044530
N005M00358	0.2586	0.0541959	Svm6G0009390 Svm7G0020540 Svm5G0037650 Svm5G0041120 Svm6G0001990 Svm6G0026450 Svm5G0055530 Svm9G0057980 Svm3G0045280 Svm2G0015830 Svm5G0044220 Svm1G0024450 Svm2G0001460
N005M00359	0.4001	0.000960152	Svm2G0040550 Svm8G0000890 Svm3G0026920 Svm1G0044720 Svm9G0037390 Svm3G0052560 Svm1G0021330 Svm5G0028250 Svm8G0002910 Svm3G0029550 Svm1G0040370 Svm9G0069370 Svm4G0008900 Svm5G0013710 Svm5G0009850 Svm3G0051220 Svm2G0036910
N005M00360	0.3239	0.00920975	Svm5G0020570 Svm1G0048150 Svm5G0054440 Svm4G0014520 Svm2G0013810 Svm3G0030140 Svm5G0033620 Svm3G0028940 Svm5G0005370 Svm5G0033580 Svm3G0001280 Svm5G0036420 Svm9G0041580 Svm8G0014930 Svm1G0037310 Svm9G0063900 Svm5G0017980 Svm8G0001040
N005M00361	0.2703	0.215289	Svm5G0006800 Svm1G0038600 Svm5G0047230 Svm4G0016830 Svm3G0010900 Svm1G0032950 Svm1G0007210 Svm2G0024930 Svm3G0026350 Svm9G0042960 Svm7G0028060
N005M00362	0.1473	0.200983	Svm5G0056250 Svm2G0029670 Svm4G0026660 Svm9G0003350 Svm5G0026670
N005M00363	0.6934	5.74016e-08	Svm7G0006300 Svm9G0015200 Svm9G0046240 Svm4G0003060 Svm1G0014190 Svm5G0011800 Svm2G0053280 Svm1G0031430 Svm4G0013600 Svm3G0041340 Svm4G0015740 Svm5G0002960 Svm8G0006020 Svm5G0047070 Svm6G0014810 Svm3G0045450 Svm3G0013850
N005M00364	0.2852	0.0787450	Svm7G0027510 Svm9G0063740 Svm3G0030080 Svm5G0008750 Svm1G0013680 Svm5G0023320 Svm5G0027480 Svm5G0005500 Svm5G0014150
N005M00365	0.3659	0.00393832	Svm9G0000480 Svm1G0041260 Svm7G0036110 Svm4G0028930 Svm8G0025420 Svm7G0005430 Svm5G0053290 Svm1G0011690 Svm9G0066040 Svm1G0029360 Svm1G0027620 Svm5G0051340 Svm7G0041170 Svm9G0044670 Svm5G0050110 Svm2G0049710
N005M00366	0.3294	0.0282714	Svm4G0026650 Svm6G0026720 Svm8G0034990 Svm7G0020880 Svm8G0013290 Svm9G0020360 Svm5G0057980 Svm9G0009650 Svm3G0040700 Svm5G0007820 Svm5G0036550 Svm9G0038400 Svm5G0057990 Svm9G0065770
N005M00367	0.4351	0.000239768	Svm9G0010430 Svm8G0011140 Svm3G0017640 Svm7G0040330 Svm9G0038420 Svm3G0007470 Svm2G0038370 Svm4G0026860 Svm2G0047910 Svm9G0000540 Svm5G0029960 Svm9G0067320 Svm1G0036300 Svm8G0022340 Svm7G0010870
N005M00368	0.2659	0.0154138	Svm1G0042410 Svm7G0011140 Svm1G0042860 Svm9G0058620 Svm2G0001950 Svm5G0032640 Svm3G0029570 Svm3G0048930
N005M00369	0.5234	3.47692e-07	Svm3G0048860 Svm5G0039230 Svm1G0047800 Svm1G0040080 Svm9G0059240 Svm2G0037160 Svm5G0010630 Svm4G0030670 Svm7G0018950 Svm9G0064620 Svm4G0008460 Svm9G0024320 Svm4G0038360 Svm5G0001360 Svm7G0001040 Svm5G0048730 Svm2G0037400 Svm2G0040440 Svm4G0008220 Svm5G0055320 Svm8G0009880
N005M00370	0.3598	0.0112734	Svm5G0048520 Svm9G0054860 Svm4G0036500 Svm5G0003630 Svm4G0023600 Svm2G0054780 Svm9G0052610 Svm9G0004530 Svm4G0014980 Svm9G0051180 Svm3G0007370 Svm7G0026510
N005M00371	0.2549	0.348063	Svm1G0012470 Svm3G0007690 Svm2G0051040 Svm9G0068500 Svm2G0011430 Svm1G0027510 Svm5G0050230 Svm6G0021260 Svm9G0069330 Svm3G0032230 Svm5G0039580 Svm4G0008850 Svm9G0015760 Svm7G0013140
N005M00372	0.3418	0.0112355	Svm5G0033210 Svm9G0057150 Svm9G0009970 Svm2G0013440 Svm3G0031130 Svm9G0059920 Svm2G0010960 Svm3G0005670 Svm6G0025370 Svm1G0007360 Svm9G0063820 Svm1G0041060 Svm3G0018020 Svm9G0014670 Svm3G0054050
N005M00373	0.2353	0.0867427	Svm7G0027620 Svm9G0011260 Svm3G0027760 Svm3G0010350 Svm5G0008050 Svm6G0031710
N005M00374	0.6564	6.40278e-07	Svm4G0011530 Svm4G0009030 Svm2G0006640 Svm2G0006670 Svm5G0019080 Svm5G0057810 Svm9G0009580 Svm7G0006380 Svm6G0004260 Svm4G0018800 Svm1G0036180 Svm1G0011800 Svm1G0046230 Svm3G0014890 Svm9G0025920 Svm1G0002520
N005M00375	0.2902	0.0732880	Svm4G0028140 Svm1G0013700 Svm9G0008610 Svm5G0058830 Svm2G0046270 Svm5G0029990 Svm5G0017410 Svm5G0031050 Svm2G0048980 Svm9G0045530 Svm9G0018810 Svm2G0053020 Svm7G0038070 Svm1G0018440 Svm5G0016130
N005M00376	0.4329	0.000131784	Svm2G0004080 Svm9G0063150 Svm2G0022040 Svm7G0026830 Svm7G0029290 Svm2G0031050 Svm1G0039710 Svm9G0022390 Svm2G0004100 Svm3G0021580 Svm5G0029170 Svm9G0003670 Svm3G0006300 Svm3G0030590 Svm1G0035390 Svm1G0041140
N005M00377	0.3975	0.000415505	Svm3G0017710 Svm4G0009860 Svm9G0046970 Svm5G0006800 Svm7G0035560 Svm5G0047230 Svm1G0040170 Svm3G0018380 Svm5G0013700 Svm4G0006520 Svm4G0016830 Svm3G0012530 Svm1G0032950 Svm1G0007210 Svm2G0024930 Svm2G0000480 Svm3G0026350 Svm5G0004470 Svm9G0000800 Svm2G0042220
N005M00378	0.2970	0.0904553	Svm9G0027180 Svm1G0036930 Svm5G0054960 Svm1G0032100 Svm2G0010350 Svm9G0054000 Svm7G0034730 Svm4G0036510 Svm7G0023880 Svm5G0006030 Svm4G0029500 Svm1G0040700 Svm7G0016580 Svm2G0044030 Svm5G0052690 Svm3G0017330
N005M00379	0.3745	0.00916276	Svm1G0013070 Svm6G0009460 Svm5G0039290 Svm5G0057610 Svm3G0031580 Svm9G0042520 Svm1G0039320 Svm3G0030420 Svm5G0044230 Svm2G0049260 Svm5G0042210 Svm3G0036790 Svm9G0047910
N005M00380	0.3311	0.00568221	Svm5G0058670 Svm1G0048510 Svm3G0038460 Svm8G0019620 Svm4G0031510 Svm3G0032930 Svm5G0033590 Svm6G0007490 Svm7G0012960 Svm6G0022990 Svm2G0020060 Svm3G0003930 Svm3G0016570 Svm3G0048200 Svm8G0032320
N005M00381	0.3203	0.0666601	Svm9G0047510 Svm9G0064510 Svm3G0041380 Svm7G0038090 Svm7G0034800 Svm8G0023180 Svm5G0016680 Svm5G0049030 Svm1G0038610
N005M00382	0.2063	0.328953	Svm9G0002740 Svm9G0067620 Svm9G0055440
N005M00383	0.4173	0.00121571	Svm3G0048180 Svm1G0002070 Svm9G0065780 Svm4G0034030 Svm2G0033510 Svm7G0005580 Svm7G0017700 Svm9G0070420 Svm5G0016860 Svm3G0026730 Svm4G0028050 Svm8G0011550
N005M00384	0.2535	0.318251	Svm7G0025210 Svm9G0067920 Svm9G0007360 Svm2G0050770 Svm2G0000600 Svm9G0008350 Svm8G0014830 Svm1G0032140
N005M00385	0.2617	0.442605	Svm5G0058310 Svm5G0018940 Svm1G0039060 Svm3G0046320 Svm5G0010350 Svm3G0050140 Svm6G0035330 Svm3G0014270 Svm1G0023250 Svm9G0057140 Svm6G0008890 Svm9G0003590
N005M00386	0.3151	0.0156117	Svm7G0017330 Svm3G0053710 Svm7G0017350 Svm7G0007760 Svm6G0026500 Svm7G0042210 Svm5G0037840 Svm7G0013410 Svm5G0057380 Svm9G0015980 Svm5G0058600 Svm9G0063640 Svm1G0007760
N005M00387	0.4010	0.000323683	Svm3G0046730 Svm9G0009890 Svm3G0047970 Svm7G0038280 Svm2G0006710 Svm9G0007690 Svm7G0012260 Svm6G0007670 Svm1G0048010 Svm2G0051410 Svm5G0007760 Svm9G0051120 Svm5G0049710 Svm6G0011430 Svm2G0018360 Svm1G0009900 Svm9G0027330
N005M00388	0.3997	0.000678856	Svm9G0011070 Svm9G0032030 Svm1G0017300 Svm3G0018790 Svm5G0029280 Svm9G0063430 Svm9G0011730 Svm4G0010650 Svm8G0007520 Svm2G0031340 Svm9G0012810 Svm2G0053960 Svm1G0029590 Svm3G0007270 Svm1G0013890 Svm4G0009730 Svm2G0032280
N005M00389	0.2377	0.399040	Svm2G0048160 Svm9G0010340 Svm6G0015980 Svm4G0025370 Svm9G0063320 Svm7G0017770 Svm2G0005860
N005M00390	0.2616	0.120661	Svm4G0037610 Svm4G0030280 Svm6G0014830 Svm3G0001100 Svm5G0054760 Svm3G0012410 Svm9G0052910 Svm6G0012490 Svm5G0041600 Svm9G0054030
N005M00391	0.2018	0.220637	Svm8G0004550 Svm2G0027280 Svm4G0031310 Svm9G0038470 Svm4G0001070 Svm3G0014830 Svm8G0027180
N005M00392	0.2574	0.354462	Svm5G0050340 Svm9G0020870 Svm6G0023420 Svm3G0007040 Svm1G0035130 Svm2G0019290 Svm9G0048160 Svm5G0034460 Svm3G0028940 Svm7G0028160 Svm2G0028150 Svm1G0039090 Svm9G0002730 Svm9G0041580 Svm7G0016920
N005M00393	0.2958	0.120661	Svm7G0036420 Svm7G0034270 Svm9G0034220 Svm7G0002590 Svm3G0030490 Svm9G0042330 Svm1G0047950 Svm9G0011680 Svm7G0023120 Svm7G0016130
N005M00394	0.3210	0.0742236	Svm5G0048650 Svm7G0030440 Svm6G0028960 Svm2G0001690 Svm1G0044850 Svm1G0030500 Svm4G0010280 Svm3G0011980 Svm4G0038230 Svm2G0051100 Svm4G0012450
N005M00395	0.4065	0.00530167	SvmUn2G0000610 Svm9G0004880 SvmCPG0000310 SvmUn2G0001130 SvmUn2G0001800 SvmCPG0000330 Svm1G0019990
N005M00396	0.2689	0.359807	Svm5G0054480 Svm7G0030280 Svm2G0033950 Svm5G0035990 Svm9G0060160 Svm1G0034750 Svm8G0033560 Svm1G0031670 Svm3G0054210 Svm4G0023220 Svm7G0012980 Svm3G0004140 Svm5G0055730
N005M00397	0.2444	0.0942909	Svm6G0030970 Svm1G0016340 Svm4G0000200 Svm1G0032380 Svm9G0007180 Svm3G0023880 Svm7G0011580 Svm3G0029940 Svm5G0020820 Svm2G0022370 Svm3G0015920
N005M00398	0.2815	0.281762	Svm7G0005580 Svm3G0013470 Svm7G0034590 Svm7G0029840 Svm9G0045960 Svm9G0043060 Svm1G0032260 Svm7G0028850
N005M00399	0.5137	3.24641e-06	Svm4G0003470 Svm2G0056260 Svm3G0020880 Svm2G0009590 Svm4G0003460 Svm4G0003450 Svm9G0005410 Svm3G0051190 Svm9G0063490 Svm4G0003440 Svm5G0034540 Svm3G0014810 Svm3G0009190 Svm1G0047100 Svm3G0033280 Svm1G0047390 Svm3G0048910 Svm2G0038060
N005M00400	0.2937	0.191660	Svm6G0035360 Svm2G0001340 Svm9G0041070 Svm4G0020080 Svm5G0057470 Svm7G0041940 Svm3G0014980 Svm6G0024830 Svm8G0023060 Svm5G0050860 Svm3G0042050 Svm7G0016120 Svm7G0023190
N005M00401	0.3003	0.0928556	Svm9G0050970 Svm7G0037860 Svm9G0063800 Svm2G0019420 Svm3G0007280 Svm3G0049140 Svm7G0022600 Svm3G0016010 Svm2G0024840 Svm9G0007790
N005M00402	0.2969	0.0280869	Svm9G0041200 Svm9G0056010 Svm9G0001850 Svm9G0016990 Svm2G0016850 Svm9G0006710 Svm6G0011030 Svm8G0006750 Svm8G0000330 Svm8G0025030 Svm8G0029230
N005M00403	0.2897	0.0874267	Svm7G0019880 Svm2G0043860 Svm2G0045340 Svm1G0024700 Svm3G0016680 Svm5G0035590 Svm2G0042710 Svm9G0017470 Svm3G0053110 Svm1G0043590 Svm9G0063680 Svm7G0020510
N005M00404	0.3957	0.0260294	Svm2G0026780 Svm3G0050610 Svm3G0050650 Svm3G0050680 Svm3G0033370 Svm3G0045290 Svm1G0024630 Svm9G0000660 Svm2G0011440
N005M00405	0.2094	0.395010	Svm5G0015320 Svm5G0045860 Svm8G0006670 Svm3G0030020 Svm1G0045000 Svm8G0015590 Svm6G0013530 Svm9G0006290 Svm9G0036840
N005M00406	0.3600	0.0378308	Svm9G0033040 Svm9G0070130 Svm9G0070180 Svm7G0012560 Svm7G0035010 Svm4G0014590 Svm2G0022660 Svm1G0045120 Svm8G0037970 Svm9G0038990
N005M00407	0.2965	0.149879	Svm1G0010080 Svm3G0029080 Svm3G0028150 Svm2G0050760 Svm8G0003200 Svm9G0026520 Svm9G0033380 Svm4G0036540 Svm3G0003940 Svm7G0011350 Svm2G0016340 Svm2G0021350 Svm2G0011810 Svm2G0045130 Svm1G0025060
N005M00408	0.6137	1.10181e-06	Svm2G0024190 Svm4G0009570 Svm7G0042540 Svm7G0002130 Svm6G0002800 Svm9G0046250 Svm6G0025020 Svm4G0016050 Svm6G0009020 Svm7G0011480 Svm1G0041980 Svm7G0026050 Svm9G0022510 Svm7G0033630 Svm3G0013300
N005M00409	0.6123	7.74115e-06	Svm9G0004060 Svm1G0035360 Svm8G0006710 Svm2G0008400 Svm5G0013840 Svm1G0028260 Svm2G0027570 Svm7G0020420 Svm3G0046160 Svm4G0030410 Svm5G0010150 Svm2G0018350 Svm2G0009680 Svm9G0004080
N005M00410	0.3948	0.00354842	Svm9G0064320 Svm2G0032350 Svm5G0058640 Svm3G0031840 Svm5G0045120 Svm5G0032230 Svm9G0006640 Svm1G0017750 Svm4G0035760 Svm9G0063890 Svm1G0014090
N005M00411	0.5112	1.80943e-07	Svm7G0028680 Svm1G0042260 Svm3G0032900 Svm3G0003750 Svm2G0039250 Svm7G0013330 Svm9G0010430 Svm1G0033800 Svm8G0032570 Svm8G0011140 Svm2G0008910 Svm3G0017640 Svm7G0040330 Svm9G0038420 Svm3G0007470 Svm2G0038370 Svm4G0026860 Svm9G0000540 Svm5G0029960 Svm9G0067320 Svm1G0036300 Svm8G0022340 Svm7G0010870
N005M00412	0.2558	0.172352	Svm9G0048990 Svm9G0029960 Svm7G0002590 Svm3G0030490 Svm7G0021090 Svm7G0009470 Svm5G0049430 Svm2G0042270 Svm7G0013700 Svm5G0042580
N005M00413	0.4877	1.23990e-05	Svm5G0021570 Svm9G0049770 Svm3G0015410 Svm3G0022840 Svm3G0008240 Svm5G0036860 Svm3G0016720 Svm3G0001950 Svm9G0030490 Svm9G0059370 Svm6G0022560 Svm2G0012400 Svm4G0014280 Svm3G0036640 Svm7G0019410 Svm8G0011330
N005M00414	0.2064	0.500000	Svm9G0065460 Svm1G0009350 Svm3G0047310 Svm6G0026520 Svm1G0000580 Svm2G0014510 Svm3G0017820 Svm9G0062020
N005M00415	0.3546	0.00439210	Svm2G0009880 Svm8G0031890 Svm8G0020340 Svm5G0037090 Svm4G0016730 Svm8G0023200 Svm8G0025730 Svm6G0021090 Svm2G0036150 Svm7G0000900 Svm7G0000650 Svm8G0022600 Svm1G0009920 Svm3G0031900 Svm9G0033960 Svm7G0038670
N005M00416	0.3864	0.000484645	Svm5G0040260 Svm7G0006290 Svm8G0019930 Svm4G0013610 Svm9G0032010 Svm5G0002930 Svm9G0063670 Svm6G0027440 Svm5G0043240 Svm1G0009890 Svm6G0023710 Svm9G0042420 Svm1G0026750 Svm3G0004760 Svm1G0010560 Svm9G0011720
N005M00417	0.2253	0.171898	Svm5G0051410 Svm1G0043130 Svm2G0000600 Svm4G0003920 Svm9G0056840 Svm8G0014830 Svm2G0029610 Svm7G0007890 Svm9G0008300 Svm6G0018790
N005M00418	0.2109	0.484925	Svm3G0018560 Svm7G0031180 Svm3G0008710 Svm5G0010330 Svm1G0048130 Svm7G0021870 Svm2G0037200 Svm7G0019060 Svm1G0044890 Svm5G0018900
N005M00419	0.3818	0.00206622	Svm3G0033880 Svm9G0039450 Svm4G0013290 Svm5G0008740 Svm9G0012480 Svm3G0022510 Svm3G0043740 Svm6G0028650 Svm6G0010600 Svm9G0059040 Svm4G0013980 Svm5G0012610 Svm9G0026240 Svm9G0070300 Svm4G0004920 Svm6G0006150 Svm8G0003220 Svm3G0014210 Svm9G0038430 Svm3G0039910 Svm3G0016950
N005M00420	0.6898	7.90225e-07	Svm7G0000230 Svm2G0030980 Svm2G0056420 Svm3G0040600 Svm6G0021690 Svm2G0009790 Svm7G0020800 Svm7G0019190 Svm9G0033150 Svm2G0009300 Svm3G0000360 Svm7G0030690 Svm3G0022390 Svm7G0005900 Svm2G0056170
N005M00421	0.2948	0.0991530	Svm1G0005790 Svm9G0047870 Svm3G0022730 Svm9G0017870 Svm9G0002800 Svm9G0015110 Svm9G0058010 Svm5G0040620 Svm7G0034940 Svm2G0053550 Svm4G0002110 Svm9G0018850 Svm4G0039250 Svm3G0054290 Svm5G0049810
N005M00422	0.5967	1.47379e-06	Svm8G0016230 Svm3G0004120 Svm5G0050540 Svm9G0026490 Svm1G0013530 Svm1G0043520 Svm8G0014770 Svm7G0038150 Svm9G0008210 Svm3G0002730 Svm3G0017570 Svm1G0031160 Svm9G0013330 Svm5G0018720 Svm2G0030370 Svm8G0000100
N005M00423	0.2473	0.185309	Svm7G0030040 Svm2G0057650 Svm1G0022800 Svm5G0011100 Svm9G0054390 Svm7G0018280 Svm1G0035040 Svm9G0007390
N005M00424	0.3593	0.00312318	Svm9G0020730 Svm2G0019950 Svm1G0015400 Svm9G0011280 Svm6G0018500 Svm9G0003780 Svm6G0006860 Svm1G0019360 Svm5G0007460 Svm6G0034820 Svm3G0014110 Svm9G0067580 Svm4G0006230 Svm2G0006830 Svm9G0045560 Svm9G0047960 Svm2G0027620 Svm8G0015990 Svm7G0025220 Svm4G0001460 Svm1G0048650 Svm1G0049610
N005M00425	0.3274	0.0182811	Svm1G0032070 Svm7G0041050 Svm2G0000010 Svm6G0032020 Svm7G0041740 Svm3G0009890 Svm9G0070690 Svm2G0033620 Svm8G0014730 Svm3G0014960 Svm9G0055600 Svm2G0003080 Svm9G0010460 Svm4G0018370
N005M00426	0.2089	0.0617694	Svm4G0027590 Svm8G0001060 Svm5G0009230 Svm3G0013400 Svm5G0042070 Svm5G0001840 Svm1G0018630
N005M00427	0.4029	0.0156621	Svm3G0010500 SvmCPG0000480 SvmUn2G0000170 Svm1G0023490 Svm5G0049450 SvmUn2G0001320 SvmUn2G0000710 SvmUn2G0001990
N005M00428	0.2322	0.196651	Svm5G0005880 Svm5G0026890 Svm9G0022750 Svm2G0018310 Svm3G0014830 Svm5G0042680 Svm7G0018480 Svm2G0011280 Svm5G0017110 Svm3G0039600 Svm8G0027180
N005M00429	0.2161	0.113573	Svm9G0000210 Svm9G0008240 Svm5G0016850 Svm7G0041200 Svm6G0031490 Svm2G0004310 Svm9G0060830 Svm6G0029170
N005M00430	0.3360	0.0329855	Svm2G0005790 Svm1G0035600 Svm1G0038290 Svm9G0000360 Svm7G0011770 Svm6G0030890 Svm9G0002440 Svm7G0027620 Svm9G0011260 Svm3G0027760 Svm6G0031710
N005M00431	0.2997	0.0112587	Svm5G0010820 Svm6G0033220 Svm5G0027900 Svm2G0026640 Svm3G0041280 Svm4G0014590 Svm4G0003820 Svm5G0006340 Svm3G0034700 Svm3G0041050 Svm2G0045430 Svm2G0003900
N005M00432	0.2708	0.299629	Svm1G0001940 Svm6G0012000 Svm3G0030210 Svm7G0034270 Svm1G0015940 Svm5G0032790 Svm3G0011560 Svm6G0034390 Svm5G0032470 Svm9G0001990 Svm1G0012250
N005M00433	0.3299	0.00889516	Svm5G0028580 Svm4G0008970 Svm2G0015430 Svm4G0019300 Svm6G0006780 Svm2G0012500 Svm6G0029990 Svm1G0015210
N005M00434	0.3090	0.00493355	Svm7G0036250 Svm6G0006810 Svm3G0008510 Svm9G0065840 Svm6G0008760 Svm9G0070600 Svm2G0036080 Svm7G0020910 Svm4G0031520 Svm2G0031710 Svm3G0005210 Svm9G0007580
N005M00435	0.3018	0.125499	Svm5G0037060 Svm9G0057290 Svm3G0016620 Svm1G0029580 Svm1G0041700 Svm1G0041710 Svm3G0019670 Svm9G0043780 Svm9G0042560
N005M00436	0.2895	0.0208945	Svm5G0052210 Svm6G0005170 Svm5G0004530 Svm3G0019040 Svm9G0029300 Svm4G0030340 Svm5G0006250 Svm5G0041230 Svm4G0002230 Svm9G0062520 Svm9G0040830
N005M00437	0.3884	0.00210286	Svm9G0022060 Svm5G0014030 Svm9G0002970 Svm7G0011020 Svm9G0062710 Svm3G0026820 Svm9G0046590 Svm1G0029070 Svm9G0041450 Svm4G0017460 Svm5G0051340 Svm5G0041550 Svm9G0049530 Svm7G0029230 Svm2G0022100
N005M00438	0.3705	0.00264976	Svm4G0033970 Svm3G0001790 Svm3G0023760 Svm6G0026250 Svm2G0036280 Svm5G0009490 Svm6G0027360 Svm5G0051380 Svm9G0063460 Svm5G0037980 Svm2G0056820 Svm4G0026170 Svm7G0020010 Svm7G0042650
N005M00439	0.2376	0.185309	Svm8G0015430 Svm7G0015940 Svm8G0004400 Svm3G0009920 Svm1G0012520 Svm7G0003890 Svm7G0017580 Svm2G0029480
N005M00440	0.5501	5.98418e-05	Svm2G0056870 Svm9G0014270 Svm3G0008550 Svm4G0018530 Svm2G0010410 Svm7G0021890 Svm9G0042090 Svm7G0034170 Svm4G0028630 Svm8G0007930 Svm1G0024300
N005M00441	0.5618	7.90225e-07	Svm3G0003870 Svm7G0005520 Svm3G0015830 Svm9G0043980 Svm2G0020490 Svm6G0012470 Svm1G0033820 Svm8G0028390 Svm7G0019210 Svm1G0003360 Svm5G0001230 Svm9G0045080 Svm8G0035860 Svm8G0030890 Svm3G0016140
N005M00442	0.1818	0.417266	Svm9G0016210 Svm9G0059650 Svm7G0020610 Svm2G0012950 Svm2G0038190
N005M00443	0.5544	0.000543124	Svm9G0036690 Svm8G0030100 Svm9G0036710 Svm9G0036720 Svm7G0013920 Svm9G0036730 Svm9G0036740 Svm9G0036750 Svm3G0021350
N005M00444	0.4153	0.000332844	Svm9G0053950 Svm1G0006200 Svm4G0001630 Svm3G0014990 Svm1G0022240 Svm3G0004380 Svm5G0020520 Svm5G0021430 Svm1G0026020 Svm2G0021730 Svm1G0015580 Svm2G0012410 Svm8G0037160 Svm5G0037770
N005M00445	0.2890	0.155950	Svm2G0010110 Svm8G0033370 Svm4G0025570 Svm1G0007040 Svm2G0030630 Svm4G0017790 Svm2G0004620 Svm8G0032420 Svm5G0007540 Svm8G0034640 Svm9G0026760 Svm5G0017710
N005M00446	0.2594	0.0662592	Svm9G0009640 Svm3G0016200 Svm9G0066780 Svm5G0030530 Svm2G0054610 Svm9G0070340 Svm5G0046530 Svm5G0041860 Svm9G0018130
N005M00447	0.5367	9.60204e-07	Svm4G0036960 Svm3G0021410 Svm8G0025850 Svm9G0016470 Svm9G0041840 Svm9G0018460 Svm8G0002440 Svm1G0022480 Svm7G0033670 Svm4G0037790 Svm3G0013470 Svm5G0014840 Svm6G0029130 Svm1G0008500 Svm8G0011770 Svm9G0058940 Svm9G0046530 Svm6G0000950 Svm5G0041340
N005M00448	0.4130	4.19370e-05	Svm9G0006730 Svm3G0036150 Svm9G0002320 Svm8G0023820 Svm2G0055570 Svm9G0014810 Svm2G0018250 Svm1G0015130 Svm9G0025460 Svm5G0032290 Svm5G0003480 Svm1G0039310 Svm8G0018280 Svm2G0015060 Svm4G0016160 Svm5G0015160 Svm2G0020500 Svm5G0046900 Svm9G0006740 Svm4G0013140 Svm2G0050210 Svm2G0052660
N005M00449	0.2515	0.100668	Svm5G0008350 Svm5G0047130 Svm3G0005360 Svm9G0027000 Svm9G0017170 Svm4G0001390 Svm9G0025340
N005M00450	0.7041	2.27402e-06	Svm8G0036030 Svm2G0014350 Svm3G0054000 Svm4G0031070 Svm6G0014270 Svm8G0008620 Svm8G0018330 Svm8G0029440 Svm2G0048440 Svm9G0013990 Svm7G0015870 Svm5G0057830 Svm9G0064300 Svm8G0030760
N005M00451	0.4332	0.000287583	Svm1G0016050 Svm1G0044290 Svm2G0054770 Svm3G0047560 Svm9G0055560 Svm7G0038290 Svm6G0027530 Svm1G0042640 Svm6G0014720 Svm5G0055550 Svm2G0014780 Svm1G0046500 Svm1G0013860 Svm9G0056990 Svm2G0038990
N005M00452	0.2267	0.375153	Svm5G0045380 Svm8G0037480 Svm5G0004390 Svm5G0055540 Svm9G0017080 Svm9G0012430 Svm2G0048460 Svm3G0004450 Svm3G0020050 Svm9G0057780 Svm4G0005500 Svm2G0046300
N005M00453	0.2833	0.0391261	Svm5G0046740 Svm4G0015510 Svm2G0031690 Svm1G0017510 Svm5G0034760 Svm2G0029360 Svm9G0000460 Svm7G0024040 Svm3G0049130 Svm1G0041300 Svm5G0003400 Svm8G0019010
