#Network	Quality Score	P-value	Gene List
N005M03962	0.1305	0.328953	Svm5G0038300 Svm1G0032620 Svm2G0014030
N005M03963	0.2442	0.153076	Svm2G0020860 Svm8G0002180 Svm1G0018370 Svm8G0016510 Svm5G0048820 Svm7G0038760 Svm9G0013440
N005M03964	0.1160	0.328953	Svm5G0045640 Svm5G0011830 Svm4G0031280
N005M03965	0.1389	0.468093	Svm9G0011190 Svm2G0021180 Svm7G0015520 Svm4G0018340 Svm9G0011550 Svm9G0014940
N005M03966	0.1825	0.500000	Svm3G0014750 Svm1G0049140 Svm9G0069360
N005M03967	0.2425	0.329256	Svm3G0002440 Svm1G0018640 Svm9G0001830 Svm3G0019540 Svm5G0022780 Svm6G0031180 Svm2G0015280 Svm5G0017360 Svm6G0010220
N005M03968	0.1814	0.191367	Svm9G0029300 Svm5G0006250 Svm8G0020920
N005M03969	0.1819	0.235585	Svm4G0006020 Svm5G0023570 Svm4G0027860 Svm2G0016280 Svm5G0042500 Svm5G0021790
N005M03970	0.1905	0.500000	Svm5G0021570 Svm9G0049770 Svm2G0034020
N005M03971	0.1361	0.500000	Svm3G0034480 Svm9G0029820 Svm4G0037580 Svm8G0013010 Svm4G0012160
N005M03972	0.2748	0.150261	Svm5G0032650 Svm6G0005040 Svm6G0005080 Svm3G0031450
N005M03973	0.1761	0.261223	Svm1G0023490 Svm9G0069000 Svm8G0038010 Svm9G0039500 Svm2G0031860 Svm6G0007820 Svm3G0052470
N005M03974	0.1154	0.442275	Svm8G0026110 Svm4G0034710 Svm4G0018620 Svm9G0011240
N005M03975	0.1992	0.200263	Svm7G0027040 Svm1G0013060 Svm3G0037860 Svm5G0017320 Svm5G0034920
N005M03976	0.2163	0.111855	Svm7G0018520 Svm8G0007390 Svm9G0038930 Svm9G0004670 Svm6G0024330 Svm4G0035880 Svm9G0051050 Svm3G0016090
N005M03977	0.1519	0.150261	Svm9G0034120 Svm5G0001740 Svm9G0020280 Svm1G0003000
N005M03978	0.3380	0.00359846	Svm7G0022310 Svm4G0026410 Svm2G0046760 Svm5G0052750 Svm9G0064420 Svm2G0023440 Svm2G0035780 Svm9G0051490 Svm5G0044520 Svm2G0019710
N005M03979	0.2003	0.468093	Svm8G0026990 Svm9G0052750 Svm2G0056480 Svm5G0041090 Svm7G0027930 Svm5G0002130
N005M03980	0.1693	0.398712	Svm1G0041180 Svm2G0039340 Svm7G0020600 Svm2G0000200 Svm6G0035490 Svm2G0050980 Svm9G0015480
N005M03981	0.1652	0.0656897	Svm8G0014760 Svm1G0041760 Svm5G0056260 Svm3G0047110 Svm6G0035090
N005M03982	0.3214	0.0100112	Svm5G0013380 Svm7G0035450 Svm1G0048170 Svm4G0026930 Svm6G0027160 Svm2G0057550
N005M03983	0.1532	0.287587	Svm6G0021040 Svm5G0034750 Svm7G0012180 Svm4G0031870 Svm5G0009020 Svm5G0016670
N005M03984	0.1201	0.442275	Svm1G0018350 Svm1G0013770 Svm5G0015770 Svm6G0010030
N005M03985	0.2983	0.129576	Svm4G0031040 Svm8G0025070 Svm6G0035190 Svm5G0041520 Svm8G0006670 Svm7G0027460 Svm9G0006290 Svm5G0023900 Svm4G0010000 Svm1G0003020 Svm9G0001480 Svm7G0010320 Svm1G0004190
N005M03986	0.1415	0.233913	Svm5G0025560 Svm8G0020350 Svm5G0006170 Svm5G0006080
N005M03987	0.2289	0.0712283	Svm5G0003920 Svm8G0022290 Svm5G0038940 Svm6G0018660 Svm9G0044090
N005M03988	0.1221	0.557725	Svm9G0047180 Svm2G0008470 Svm2G0044450 Svm9G0025070
N005M03989	0.1645	0.264810	Svm6G0028770 Svm8G0027580 Svm2G0001480 Svm7G0032340 Svm4G0015390
N005M03990	0.2315	0.154712	Svm9G0001550 Svm7G0003380 Svm5G0027540 Svm2G0027160
N005M03991	0.2539	0.0790121	Svm9G0034870 Svm7G0033840 Svm4G0030680 Svm1G0030820 Svm8G0012010 Svm9G0053550 Svm7G0030070
N005M03992	0.1068	0.442617	Svm9G0009710 Svm4G0038480 Svm2G0055900 Svm5G0031990
N005M03993	0.1030	0.557383	Svm9G0009710 Svm4G0038480 Svm2G0055900 Svm6G0021940
N005M03994	0.1211	0.331559	Svm8G0000610 Svm2G0048310 Svm8G0035410 Svm5G0000380
N005M03995	0.2138	0.0920193	Svm9G0055360 Svm7G0016070 Svm2G0006270
N005M03996	0.2986	0.0406153	Svm4G0014330 Svm7G0020880 Svm4G0003710 Svm5G0009520 Svm5G0055400 Svm8G0013290 Svm9G0020360 Svm9G0031850 Svm3G0040700 Svm5G0007820 Svm1G0006400 Svm9G0011970 Svm5G0037320
N005M03997	0.1669	0.150261	Svm2G0020090 Svm6G0013660 Svm1G0032480 Svm8G0034180
N005M03998	0.3746	0.00220190	Svm8G0019690 Svm9G0039840 Svm4G0032520 Svm9G0060890 Svm9G0057180 Svm7G0038510 Svm6G0007220 Svm2G0046960 Svm1G0020920 Svm3G0033490 Svm6G0031500 Svm8G0034200 Svm5G0051580 Svm9G0001490
N005M03999	0.1613	0.190373	Svm8G0025450 Svm6G0031040 Svm7G0008830 Svm2G0034140
N005M04000	0.1557	0.668740	Svm8G0034060 Svm5G0028220 Svm3G0033460
N005M04001	0.1180	0.187559	Svm5G0033350 Svm3G0000690 Svm3G0018760 Svm1G0041250 Svm8G0026480 Svm8G0034840
N005M04002	0.1144	0.328953	Svm1G0019240 Svm2G0021980 Svm3G0014350
N005M04003	0.1280	0.328953	Svm7G0033200 Svm2G0051420 Svm4G0003960
N005M04004	0.1916	0.220637	Svm9G0054060 Svm5G0008370 Svm2G0014280 Svm9G0032990 Svm9G0067730 Svm2G0043650 Svm8G0027540
N005M04005	0.2399	0.122450	Svm2G0049020 Svm5G0031020 Svm9G0014170 Svm5G0021760 Svm6G0010130 Svm9G0060420 Svm9G0045810
N005M04006	0.1881	0.147401	Svm4G0033210 Svm6G0001120 Svm9G0023140 Svm9G0017390 Svm9G0010920
N005M04007	0.1430	0.328953	Svm2G0006680 Svm3G0051900 Svm5G0037790
N005M04008	0.3567	0.00112749	Svm5G0003430 Svm6G0015940 Svm5G0035670 Svm6G0016860 Svm4G0020910 Svm4G0011100 Svm1G0035570 Svm8G0036330 Svm9G0020410 Svm5G0027660 Svm8G0028950 Svm1G0019540
N005M04009	0.1584	0.500000	Svm9G0031890 Svm8G0014350 Svm8G0013280
N005M04010	0.1500	0.287252	Svm7G0037550 Svm5G0005620 Svm1G0040540 Svm5G0002170 Svm9G0047590 Svm2G0021130
N005M04011	0.1364	0.531963	Svm9G0011190 Svm2G0021180 Svm7G0015520 Svm4G0018340 Svm6G0030900 Svm9G0014940
N005M04012	0.2513	0.154712	Svm6G0014160 Svm9G0022820 Svm9G0047620 Svm1G0032200
N005M04013	0.09353	0.328953	Svm3G0035050 Svm4G0005250 Svm9G0054010
N005M04014	0.1796	0.198807	Svm5G0009960 Svm9G0015900 Svm4G0006720 Svm2G0056080 Svm2G0053890
N005M04015	0.2545	0.215279	Svm5G0030210 Svm1G0042110 Svm8G0002790 Svm8G0024280 Svm9G0005770 Svm5G0035420 Svm2G0045780 Svm8G0037670
N005M04016	0.1519	0.147401	Svm7G0032280 Svm3G0009560 Svm9G0058360 Svm5G0021230 Svm6G0009890
N005M04017	0.1543	0.262904	Svm7G0012920 Svm2G0020090 Svm6G0013660 Svm8G0007040 Svm1G0032480
N005M04018	0.1875	0.235585	Svm6G0005200 Svm5G0042390 Svm5G0055020 Svm5G0008730 Svm5G0021150 Svm7G0019150
N005M04019	0.1395	0.331260	Svm2G0039630 Svm9G0033570 Svm4G0018950
N005M04020	0.2567	0.108811	Svm9G0067300 Svm2G0049470 Svm9G0046550 Svm8G0033260 Svm9G0031430 Svm1G0036230 Svm6G0028890 Svm6G0008470 Svm5G0017000 Svm1G0035530 Svm4G0024830 Svm5G0052860 Svm8G0026250
N005M04021	0.1768	0.154712	Svm1G0004360 Svm6G0019490 Svm2G0010040 Svm2G0001830
N005M04022	0.1837	0.198807	SvmUn2G0001880 Svm2G0043630 Svm3G0036870 Svm2G0005300 Svm3G0026490
N005M04023	0.1692	0.649417	Svm2G0008150 Svm2G0052200 Svm9G0000970 Svm6G0010360 Svm9G0043260 Svm6G0011120 Svm5G0037950
N005M04024	0.07645	0.328953	Svm4G0028020 Svm9G0006010 Svm3G0016670
N005M04025	0.2041	0.187559	Svm2G0012160 Svm6G0013000 Svm2G0024900 Svm9G0017070 Svm4G0003390 Svm5G0040080
N005M04026	0.2010	0.147401	Svm1G0036040 Svm1G0034620 Svm8G0034870 Svm9G0040010 Svm2G0039930
N005M04027	0.2414	0.0607473	Svm9G0016100 Svm5G0045990 Svm8G0024680 Svm9G0057890 Svm9G0001400 Svm2G0011380
N005M04028	0.2009	0.344202	Svm3G0049150 Svm6G0029630 Svm3G0020490 Svm5G0039510 Svm9G0062900 Svm3G0038570
N005M04029	0.1424	0.332503	Svm9G0046140 Svm5G0051150 Svm2G0013060 Svm4G0021740
N005M04030	0.1477	0.154712	Svm4G0022470 Svm3G0052790 Svm3G0033580 Svm1G0016430
N005M04031	0.2703	0.201698	Svm9G0043600 Svm9G0022940 Svm1G0012770 Svm3G0031710 Svm3G0007900
N005M04032	0.1846	0.265435	Svm7G0038850 Svm1G0031280 Svm6G0027110 Svm9G0057310 Svm2G0027240
N005M04033	0.4380	0.000480971	Svm8G0032810 Svm7G0017610 Svm6G0024280 Svm4G0013250 Svm1G0000860 Svm8G0010090 Svm3G0020370 Svm7G0030370 Svm9G0009750
N005M04034	0.2136	0.500000	Svm1G0013790 Svm3G0032060 Svm2G0056900
N005M04035	0.2190	0.417266	Svm9G0000110 Svm6G0004230 Svm5G0010680 Svm7G0039110 Svm3G0048240
N005M04036	0.2447	0.0207980	Svm9G0004650 Svm1G0013100 Svm3G0027400 Svm2G0048760 Svm5G0046710 Svm1G0047040
N005M04037	0.1498	0.331260	Svm1G0013850 Svm5G0003980 Svm3G0014720
N005M04038	0.2017	0.468037	Svm8G0008020 Svm9G0021690 Svm9G0018830 Svm9G0031370 Svm1G0005730 Svm9G0043540
N005M04039	0.1934	0.150261	Svm4G0001200 Svm9G0067190 Svm2G0029760 Svm3G0031210
N005M04040	0.1483	0.532132	Svm3G0020580 Svm7G0032080 Svm9G0058610 Svm2G0040490 Svm7G0031070 Svm9G0039680
N005M04041	0.2381	0.154712	Svm9G0016650 Svm5G0045650 Svm9G0043730 Svm8G0021150
N005M04042	0.1279	0.500000	Svm2G0026330 Svm4G0017890 Svm3G0011090
N005M04043	0.2820	0.0327761	Svm8G0014030 Svm1G0026450 Svm9G0006700 Svm8G0030120 Svm3G0047100 Svm8G0009620
N005M04044	0.09711	0.557383	Svm4G0027530 Svm1G0027960 Svm9G0031950 Svm1G0003180
N005M04045	0.2016	0.350583	Svm3G0047340 Svm8G0013690 Svm9G0060510 Svm2G0028560 Svm8G0027050 Svm5G0036090 Svm9G0013360
N005M04046	0.1164	0.557725	Svm8G0011420 Svm3G0037130 Svm9G0021950 Svm7G0014150
N005M04047	0.2101	0.318127	Svm4G0017790 Svm2G0004620 Svm5G0007540 Svm4G0007360 Svm9G0026760 Svm2G0001320 Svm6G0021570 Svm3G0034860
N005M04048	0.09126	0.500000	Svm2G0000570 Svm3G0013770 Svm1G0022320
N005M04049	0.2172	0.148135	Svm5G0045940 Svm9G0007220 Svm9G0068920 Svm4G0017110 Svm5G0052900
N005M04050	0.2232	0.332503	Svm5G0001220 Svm9G0019810 Svm8G0022590 Svm1G0040010
N005M04051	0.2524	0.0304282	Svm8G0028350 Svm2G0004290 Svm2G0000420 Svm9G0057620 Svm8G0002320 Svm1G0037750
N005M04052	0.3080	0.00902205	Svm9G0011660 Svm1G0005160 Svm5G0000590 Svm4G0010490 Svm9G0028330 Svm4G0023560 Svm6G0016470 Svm8G0027460
N005M04053	0.1169	0.328953	Svm4G0006550 Svm9G0021620 Svm1G0031480
N005M04054	0.1989	0.198807	Svm9G0045420 Svm6G0031620 Svm9G0055510 Svm1G0026910 Svm9G0065990
N005M04055	0.1775	0.344460	Svm7G0010150 Svm4G0035850 Svm3G0007050 Svm2G0004060 Svm5G0022470 Svm8G0038110
N005M04056	0.2805	0.0411084	Svm6G0034510 Svm2G0056520 Svm9G0053930 Svm9G0039020 Svm2G0011420 Svm5G0035900 Svm2G0049150 Svm5G0053550
N005M04057	0.2821	0.287252	Svm7G0015210 Svm7G0015900 Svm7G0006950 Svm3G0035650 Svm4G0017430 Svm3G0003780
N005M04058	0.3479	0.0183569	Svm8G0022890 Svm7G0023370 Svm7G0017460 Svm5G0010910 Svm6G0027820
N005M04059	0.2131	0.344202	Svm7G0032410 Svm7G0014270 Svm9G0057580 Svm8G0001990 Svm5G0015630 Svm2G0015640
N005M04060	0.2235	0.303849	Svm2G0014480 Svm3G0048260 Svm5G0047270 Svm2G0041060 Svm5G0045370 Svm6G0029350 Svm3G0010880
N005M04061	0.09807	0.851865	Svm6G0034020 Svm3G0017130 Svm4G0025010 Svm9G0055290 Svm1G0012260
N005M04062	0.2460	0.191367	Svm5G0032640 Svm3G0029570 Svm3G0048930
N005M04063	0.1036	0.287252	Svm6G0014550 Svm3G0034100 Svm5G0053160 Svm5G0023400 Svm9G0013140 Svm1G0025610
N005M04064	0.3182	0.0323433	Svm5G0031620 Svm9G0000850 Svm2G0022750 Svm5G0031510 Svm4G0032430 Svm6G0003470 Svm9G0051830 Svm2G0033230 Svm6G0021260 Svm8G0013510 Svm8G0036770 Svm4G0021240 Svm9G0049690
N005M04065	0.1233	0.442275	Svm2G0029710 Svm3G0012970 Svm1G0011890 Svm1G0016240
N005M04066	0.1426	0.336168	Svm6G0015410 Svm8G0038500 Svm5G0006210 Svm9G0023520 Svm1G0043970
N005M04067	0.1620	0.760263	Svm9G0015110 Svm5G0034330 Svm1G0041870 Svm2G0003790 Svm1G0027700 Svm5G0058810 Svm3G0001330 Svm9G0069130 Svm7G0003020
N005M04068	0.3648	0.00676454	Svm9G0042210 Svm5G0040950 Svm7G0012370 Svm5G0000620 Svm8G0018180 Svm2G0035230 Svm2G0055680 Svm1G0047640 Svm1G0007090 Svm3G0022940 Svm9G0022050 Svm4G0000340 Svm9G0029380 Svm9G0067500 Svm9G0015590 Svm3G0038250
N005M04069	0.2104	0.267828	Svm9G0046000 Svm2G0018880 Svm7G0010710 Svm2G0014150 Svm7G0029880 Svm6G0012800 Svm6G0002670 Svm9G0000750 Svm2G0013950
N005M04070	0.1907	0.557383	Svm4G0004460 Svm9G0025720 Svm2G0044400 Svm8G0018290
N005M04071	0.2052	0.102250	Svm5G0002600 Svm4G0012740 Svm9G0053460 Svm6G0013450 Svm5G0014070
N005M04072	0.1561	0.557725	Svm6G0022940 Svm8G0004930 Svm3G0033100 Svm2G0057280
N005M04073	0.2207	0.221142	Svm9G0059830 Svm2G0035770 Svm5G0000330 Svm5G0042660 Svm5G0049520 Svm5G0021990 Svm4G0035690
N005M04074	0.2379	0.0712283	Svm2G0040330 Svm9G0006770 Svm7G0020660 Svm8G0019200 Svm5G0053730
N005M04075	0.2205	0.328953	Svm2G0037800 Svm1G0027470 Svm4G0033910
N005M04076	0.3096	0.0311617	Svm1G0026650 Svm3G0032460 Svm8G0018680 Svm8G0020230 Svm6G0022330 Svm7G0011160 Svm1G0032820 Svm1G0036160 Svm5G0030010
N005M04077	0.07644	0.328953	Svm5G0005920 Svm2G0015140 Svm4G0011900
N005M04078	0.1721	0.338052	Svm8G0032640 Svm1G0001070 Svm3G0015400 Svm8G0023070 Svm9G0060600
N005M04079	0.1916	0.0656897	Svm4G0004850 Svm3G0004480 Svm3G0049820 Svm9G0036860 Svm5G0006680
N005M04080	0.1313	0.147401	Svm3G0048710 Svm3G0050190 Svm9G0037190 Svm1G0028960 Svm4G0022070
N005M04081	0.2247	0.148553	Svm9G0007820 Svm5G0041890 Svm1G0030760 Svm8G0038660 Svm1G0044200 Svm2G0041770
N005M04082	0.1061	0.668740	Svm5G0023770 Svm5G0024020 Svm1G0028390
N005M04083	0.1429	0.328953	Svm6G0009300 Svm3G0018390 Svm7G0021600
N005M04084	0.3019	0.0942909	Svm4G0003380 Svm5G0014300 Svm4G0001740 Svm5G0040180 Svm9G0030640 Svm9G0002980 Svm3G0034990 Svm7G0008270 Svm3G0006630 Svm6G0020990 Svm9G0012760
N005M04085	0.3320	0.00493121	Svm2G0028220 Svm4G0000730 Svm5G0044030 Svm2G0053930 Svm7G0029850 Svm3G0031550 Svm8G0035700 Svm3G0016310
N005M04086	0.08779	0.331260	Svm3G0003310 Svm5G0044310 Svm4G0005560
N005M04087	0.09256	0.851865	Svm6G0034020 Svm3G0017130 Svm4G0025010 Svm9G0055290 Svm5G0031950
N005M04088	0.2651	0.111855	Svm2G0040880 Svm9G0053770 Svm1G0034880 Svm9G0052900 Svm4G0020740 Svm5G0058950 Svm8G0011410 Svm2G0031290
N005M04089	0.1326	0.843839	Svm6G0025650 Svm3G0001930 Svm7G0014820 Svm3G0012780
N005M04090	0.2261	0.0956335	Svm4G0008690 Svm2G0038890 Svm2G0000940 Svm8G0012570
N005M04091	0.2138	0.150261	Svm2G0000400 Svm7G0015500 Svm2G0038660 Svm5G0006880
N005M04092	0.2188	0.233913	Svm6G0025320 Svm1G0034580 Svm4G0028090 Svm5G0031220
N005M04093	0.1784	0.500000	Svm7G0023400 Svm4G0032090 Svm2G0042730 Svm8G0029690 Svm5G0007660
N005M04094	0.1567	0.417018	Svm3G0042640 Svm5G0005070 Svm3G0012310 Svm8G0012320 Svm5G0035750
N005M04095	0.3263	0.0166015	Svm5G0020570 Svm2G0019290 Svm1G0048150 Svm4G0014520 Svm2G0013810 Svm3G0030140 Svm5G0033620 Svm3G0028940 Svm5G0033580 Svm9G0041580 Svm8G0014930 Svm1G0037310 Svm5G0058160 Svm9G0063900 Svm8G0001040 Svm9G0024030
N005M04096	0.1630	0.328953	Svm1G0049570 Svm8G0017960 Svm6G0013640
N005M04097	0.2353	0.263545	Svm3G0052820 Svm7G0027140 Svm5G0049400 Svm3G0024750 Svm3G0048030 Svm3G0031310 Svm9G0023390 Svm1G0029920
N005M04098	0.3114	0.0605615	Svm5G0035900 Svm1G0041540 Svm6G0030930 Svm1G0004340 Svm4G0008170 Svm3G0014930 Svm6G0016450 Svm9G0013890 Svm3G0006260 Svm6G0023280 Svm4G0031730 Svm3G0010420 Svm5G0006310 Svm9G0070190 Svm9G0068140 Svm7G0001840 Svm1G0012420
N005M04099	0.2106	0.521001	Svm9G0016600 Svm9G0053040 Svm6G0027460 Svm5G0048500 Svm3G0011300 Svm7G0024040 Svm3G0049130 Svm2G0054790
N005M04100	0.1121	0.557725	Svm1G0047430 Svm2G0031990 Svm1G0014250 Svm3G0007330
N005M04101	0.2083	0.147276	Svm3G0033410 Svm7G0005480 Svm4G0026160 Svm3G0025780 Svm2G0022410 Svm9G0056380
N005M04102	0.3468	0.00795229	Svm7G0019880 Svm2G0056750 Svm4G0028660 Svm5G0018970 Svm7G0034700 Svm4G0002130 Svm1G0011950 Svm9G0000770 Svm1G0035080 Svm9G0017790 Svm1G0026880 Svm1G0026870 Svm1G0036360 Svm7G0013010 Svm1G0028530
N005M04103	0.2015	0.198807	Svm9G0001900 Svm5G0047140 Svm5G0022650 Svm6G0024930 Svm9G0024550
N005M04104	0.1439	0.198807	Svm8G0032500 Svm2G0027460 Svm5G0005760 Svm2G0022900 Svm4G0034720
N005M04105	0.1218	0.328953	Svm6G0004470 Svm3G0012760 Svm7G0016010
N005M04106	0.1926	0.535200	Svm2G0050800 Svm5G0000960 Svm9G0020730 Svm6G0034520 Svm6G0006860 Svm9G0048430 Svm6G0034820 Svm3G0014110 Svm7G0025260
N005M04107	0.1200	0.328953	Svm3G0041520 Svm1G0037670 Svm5G0058270
N005M04108	0.3436	0.0207777	Svm7G0036540 Svm5G0015890 Svm9G0037300 Svm9G0045860 Svm8G0024660 Svm1G0022850 Svm1G0016060 Svm2G0042100 Svm2G0026200 Svm6G0035040 Svm2G0031020 Svm7G0022410 Svm9G0000390 Svm8G0029520 Svm2G0052990 Svm2G0036710 Svm1G0000750 Svm6G0005940 Svm5G0054950 Svm7G0023770 Svm4G0000650
N005M04109	0.1446	0.442275	Svm9G0051390 Svm9G0049410 Svm7G0018680 Svm1G0029790
N005M04110	0.2409	0.267828	Svm5G0044060 Svm3G0002590 Svm3G0032210 Svm2G0047620 Svm2G0047150 Svm9G0016020 Svm1G0043790 Svm3G0000180 Svm7G0010320
N005M04111	0.1220	0.442275	Svm5G0050290 Svm2G0002600 Svm3G0040850 Svm5G0029230
N005M04112	0.3026	0.135074	Svm5G0043630 Svm3G0026390 Svm9G0029420 Svm5G0052530 Svm4G0035780 Svm1G0045420 Svm4G0013530 Svm4G0028070
N005M04113	0.1360	0.150261	Svm5G0018060 Svm9G0020650 Svm7G0037240 Svm6G0006300
N005M04114	0.2211	0.196316	Svm9G0069690 Svm1G0005740 Svm1G0020480 Svm1G0020040 Svm1G0019840 Svm7G0032110 Svm1G0009860 Svm1G0028420 Svm3G0005700 Svm7G0032200 Svm9G0046150
N005M04115	0.1186	0.442275	Svm9G0007640 Svm9G0023370 Svm6G0030830 Svm4G0025500
N005M04116	0.1184	0.412389	Svm1G0038660 Svm9G0014980 Svm4G0018360
N005M04117	0.2328	0.304443	Svm2G0010370 Svm4G0019840 Svm3G0009720 Svm5G0005990 Svm1G0031320 Svm4G0038080 Svm9G0017730
N005M04118	0.3128	0.0926632	Svm1G0036420 Svm4G0004110 Svm9G0032570 Svm8G0008710 Svm5G0057520 Svm8G0006050 Svm1G0040840 Svm2G0035490 Svm7G0004500
N005M04119	0.2208	0.260533	Svm8G0007290 Svm5G0045180 Svm9G0044850 Svm1G0038100 Svm2G0044060 Svm9G0016370 Svm7G0002290
N005M04120	0.4448	0.00192496	Svm3G0034250 Svm2G0038170 Svm9G0022670 Svm9G0016170 Svm5G0058710 Svm1G0025550 Svm8G0023940 Svm2G0048500
N005M04121	0.1490	0.233913	Svm4G0016320 Svm1G0031190 Svm2G0019490 Svm1G0021210
N005M04122	0.1555	0.154712	Svm3G0036370 Svm6G0016100 Svm2G0012540 Svm1G0003040
N005M04123	0.1454	0.667497	Svm5G0013190 Svm6G0033950 Svm8G0027440 Svm7G0041540
N005M04124	0.1669	0.332503	Svm6G0028780 Svm6G0013830 Svm7G0014140 Svm6G0017090
N005M04125	0.2423	0.0693959	Svm1G0014880 Svm3G0043790 Svm5G0010300 Svm2G0013290 Svm1G0021770
N005M04126	0.2649	0.217765	Svm7G0010040 Svm9G0024700 Svm6G0013580 Svm6G0003620 Svm3G0033450 Svm5G0009240 Svm9G0046130 Svm9G0049350 Svm2G0047800 Svm8G0024810 Svm7G0006130 Svm4G0031780
N005M04127	0.2167	0.0296635	Svm2G0030340 Svm1G0025510 Svm1G0034040 Svm1G0004480 Svm9G0006750
N005M04128	0.08935	0.442617	Svm3G0011400 Svm9G0066540 Svm5G0033850 Svm8G0028730
N005M04129	0.08794	0.442617	Svm3G0011400 Svm9G0066540 Svm5G0033850 Svm9G0065370
N005M04130	0.1409	0.328953	Svm5G0057100 Svm5G0047600 Svm3G0047630
N005M04131	0.2528	0.178899	Svm5G0050340 Svm9G0020870 Svm2G0055010 Svm9G0048160 Svm5G0034460 Svm6G0005720 Svm7G0028160 Svm2G0028150 Svm3G0050310 Svm7G0013630 Svm7G0016920
N005M04132	0.1419	0.328953	Svm6G0035060 Svm9G0048860 Svm9G0040030
N005M04133	0.1947	0.184988	Svm2G0042820 Svm1G0043710 Svm6G0001850 Svm9G0050250 Svm1G0028800 Svm4G0035140
N005M04134	0.1669	0.557383	Svm1G0035460 Svm5G0058100 Svm7G0005250 Svm3G0008410
N005M04135	0.3407	0.00439821	Svm2G0047160 Svm7G0033960 Svm5G0046830 Svm2G0044200 Svm7G0001580 Svm5G0014760 Svm2G0040260 Svm7G0042910 Svm9G0010900 Svm9G0062200 Svm5G0008400 Svm9G0044490 Svm1G0009150
N005M04136	0.1552	0.150261	Svm4G0009480 Svm2G0028000 Svm9G0053690 Svm7G0032990
N005M04137	0.1627	0.531963	Svm5G0000320 Svm1G0003060 Svm4G0016540 Svm3G0052320 Svm4G0033400 Svm9G0037700
N005M04138	0.2172	0.0453442	Svm7G0021630 Svm4G0006130 Svm4G0038020 Svm6G0004030 Svm4G0007060
N005M04139	0.1871	0.500000	Svm9G0045860 Svm8G0024660 Svm6G0025610
N005M04140	0.2021	0.0693959	Svm5G0036340 Svm9G0015070 Svm1G0040810 Svm4G0001750 Svm8G0017110
N005M04141	0.3269	0.0404278	Svm3G0006750 Svm3G0024400 Svm7G0006560
N005M04142	0.1013	0.500000	Svm1G0003030 Svm7G0034860 Svm2G0033540
N005M04143	0.2476	0.287252	Svm3G0017710 Svm4G0006520 Svm3G0012530 Svm3G0026350 Svm5G0004470 Svm7G0024590
N005M04144	0.1478	0.623351	Svm8G0038910 Svm5G0030800 Svm8G0013900 Svm9G0045240 Svm3G0014840
N005M04145	0.1005	0.412389	Svm5G0053920 Svm1G0049510 Svm5G0040250
N005M04146	0.3510	0.00699163	Svm3G0039470 Svm5G0029930 Svm1G0046820 Svm6G0008070 Svm9G0011660 Svm7G0006800 Svm2G0049240 Svm5G0042600 Svm4G0023560 Svm6G0016470
N005M04147	0.1044	0.287252	Svm6G0014550 Svm3G0034100 Svm5G0053160 Svm5G0023400 Svm9G0013140 Svm9G0002100
N005M04148	0.1666	0.500000	Svm7G0008320 Svm9G0020370 Svm5G0040000
N005M04149	0.2276	0.268250	Svm5G0037530 Svm2G0001390 Svm2G0051420 Svm5G0040660 Svm1G0007780 Svm8G0026660 Svm4G0003960 Svm5G0050570 Svm5G0057640
N005M04150	0.1475	0.233913	Svm4G0024630 Svm4G0008250 Svm2G0032320 Svm9G0049600
N005M04151	0.2137	0.233913	Svm5G0007680 Svm5G0044120 Svm3G0045840 Svm4G0020280
N005M04152	0.1720	0.261223	Svm1G0023490 Svm9G0069000 Svm9G0039500 Svm2G0031860 Svm6G0007820 Svm7G0024870 Svm3G0052470
N005M04153	0.2332	0.147401	Svm9G0038310 Svm1G0023500 Svm8G0025480 Svm9G0024140 Svm9G0001040
N005M04154	0.2354	0.215279	Svm5G0014130 Svm2G0053670 Svm4G0030510 Svm3G0054160 Svm6G0023880 Svm2G0023470 Svm4G0036130 Svm8G0010950
N005M04155	0.2276	0.318127	Svm2G0040210 Svm1G0032370 Svm5G0032760 Svm2G0051570 Svm2G0051220 Svm3G0012610 Svm3G0017930 Svm3G0006920
N005M04156	0.1048	0.287252	Svm6G0014550 Svm3G0034100 Svm5G0053160 Svm5G0023400 Svm9G0013140 Svm2G0035810
N005M04157	0.2984	0.0765992	Svm7G0011800 Svm2G0056570 Svm1G0004780 Svm7G0005590 Svm5G0042230 Svm4G0024350 Svm1G0042930 Svm1G0009590
N005M04158	0.1181	0.764757	Svm9G0064380 Svm3G0001100 Svm6G0034690 Svm5G0041600
N005M04159	0.2730	0.0352378	Svm2G0053470 Svm3G0008930 Svm1G0033530 Svm7G0026070 Svm9G0043520 Svm3G0011260 Svm9G0030160
N005M04160	0.2561	0.124032	Svm2G0017500 Svm5G0030420 Svm1G0044090 Svm3G0029020 Svm5G0009310 Svm6G0005270 Svm2G0042550
N005M04161	0.1999	0.464800	Svm2G0043470 Svm5G0028440 Svm9G0054910 Svm5G0050260 Svm4G0007550 Svm4G0027030 Svm9G0018850 Svm6G0033760 Svm5G0011190
N005M04162	0.1761	0.442275	Svm4G0026860 Svm2G0047910 Svm8G0022340 Svm9G0055130
N005M04163	0.2508	0.0790121	Svm1G0034800 Svm9G0027720 Svm3G0014460 Svm9G0031050 Svm4G0008000 Svm3G0039890 Svm8G0037020
