#Network	Quality Score	P-value	Gene List
N010M01792	0.1745	0.814716	Svm7G0012460 Svm8G0006530 Svm1G0018940 Svm2G0017460 Svm6G0034590 Svm9G0040150 Svm3G0033250
N010M01793	0.2054	0.557383	Svm2G0005650 Svm6G0024980 Svm5G0014640 Svm1G0043800
N010M01794	0.1844	0.500000	Svm4G0026790 Svm2G0044310 Svm1G0037040 Svm4G0005570 Svm9G0019370
N010M01795	0.2119	0.661948	Svm6G0024060 Svm6G0018780 Svm7G0022850 Svm5G0053980 Svm3G0021130
N010M01796	0.2824	0.189239	Svm2G0034110 Svm7G0014330 Svm9G0020160 Svm7G0023530 Svm2G0013680 Svm2G0013540
N010M01797	0.2410	0.281762	Svm3G0031160 Svm3G0019950 Svm5G0049070 Svm1G0015990 Svm7G0014530 Svm4G0016500 Svm4G0036550 Svm1G0022670
N010M01798	0.2247	0.125077	Svm2G0049550 Svm7G0028320 Svm8G0018500 Svm6G0014660 Svm2G0016830 Svm6G0006650 Svm5G0036640
N010M01799	0.1507	0.764757	Svm2G0037300 Svm4G0009510 Svm7G0002250 Svm9G0017460
N010M01800	0.1678	0.979543	Svm6G0004800 Svm9G0019390 Svm3G0029040 Svm9G0003810 Svm9G0054970 Svm8G0000050 Svm5G0010890
N010M01801	0.2130	0.185547	Svm5G0020140 Svm9G0001390 Svm4G0030590 Svm3G0032680 Svm9G0042580 Svm7G0033230 Svm1G0030140
N010M01802	0.1912	0.734565	Svm3G0042660 Svm9G0048940 Svm9G0021840 Svm5G0033180 Svm5G0035930
N010M01803	0.3006	0.189308	Svm7G0016580 Svm2G0044030 Svm9G0050430 Svm7G0023910 Svm7G0022220 Svm3G0002930 Svm9G0000650 Svm3G0004970 Svm9G0050440 Svm8G0020630 Svm3G0018120 Svm4G0036510 Svm9G0054000 Svm7G0034730 Svm3G0020330 Svm1G0047200 Svm4G0000430 Svm2G0053390 Svm5G0008460 Svm5G0052690 Svm6G0028680
N010M01804	0.2191	0.500000	Svm1G0038580 Svm7G0021430 Svm3G0005100 Svm1G0044080 Svm9G0027260 Svm3G0031520 Svm1G0044070 Svm7G0020340 Svm3G0022740 Svm6G0016900 Svm2G0055520
N010M01805	0.2386	0.0946315	Svm2G0055970 Svm5G0014370 Svm9G0013100 Svm3G0032530 Svm4G0001190 Svm5G0034400 Svm2G0016260 Svm7G0038880
N010M01806	0.2924	0.113573	Svm2G0054080 Svm7G0018370 Svm5G0041200 Svm2G0007680 Svm6G0016000 Svm4G0012190 Svm6G0009250 Svm9G0002810
N010M01807	0.1707	0.668740	Svm5G0042200 Svm3G0018520 Svm5G0029820
N010M01808	0.2669	0.135074	Svm2G0027650 Svm9G0027950 Svm2G0041520 Svm2G0044520 Svm4G0015580 Svm1G0044050 Svm4G0002000 Svm2G0049090
N010M01809	0.2663	0.0404289	Svm3G0009600 Svm3G0042040 Svm1G0017060 Svm4G0016910 Svm1G0027210 Svm1G0049470 Svm5G0050080 Svm2G0030970
N010M01810	0.2297	0.574947	Svm5G0005230 Svm9G0067990 Svm8G0000020 Svm9G0065250 Svm8G0001280 Svm5G0027180 Svm7G0033300 Svm2G0054640 Svm1G0008130 Svm5G0019140
N010M01811	0.1993	0.331260	Svm1G0041050 Svm2G0030190 Svm2G0004260
N010M01812	0.2275	0.535254	Svm9G0056020 Svm4G0001060 Svm5G0030240 Svm6G0030440 Svm9G0043700 Svm2G0031950 Svm1G0021230 Svm5G0037700 Svm5G0000280
N010M01813	0.1193	0.904785	Svm3G0039130 Svm6G0004090 Svm9G0002290
N010M01814	0.2139	0.786322	Svm2G0012980 Svm2G0051850 Svm2G0001200 Svm7G0033470 Svm8G0026580 Svm9G0038160 Svm2G0030760 Svm2G0051570 Svm9G0048640 Svm3G0012610
N010M01815	0.2380	0.304640	Svm7G0020000 Svm8G0020840 Svm5G0050100 Svm3G0042920 Svm5G0021950 Svm5G0018020 Svm5G0056840
N010M01816	0.3375	0.0404278	Svm4G0014270 Svm8G0013370 Svm9G0034880
N010M01817	0.1542	0.667497	Svm8G0033600 Svm8G0036720 Svm9G0032270 Svm9G0005670
N010M01818	0.1607	0.695360	Svm3G0041470 Svm9G0028960 Svm2G0056800 Svm2G0052150 Svm9G0020980 Svm9G0039270 Svm5G0055620
N010M01819	0.1617	0.903035	Svm9G0022330 Svm9G0070040 Svm5G0020700 Svm4G0003260
N010M01820	0.1891	0.810761	Svm9G0016380 Svm9G0052980 Svm3G0053360 Svm1G0032330 Svm5G0052480 Svm7G0004290
N010M01821	0.2743	0.0633428	Svm8G0003920 Svm6G0032300 Svm3G0027730 Svm2G0003510 Svm8G0009100 Svm9G0013640 Svm2G0010940 Svm9G0031540
N010M01822	0.2396	0.473822	Svm2G0039730 Svm1G0011620 Svm7G0036020 Svm3G0022470 Svm8G0012630 Svm1G0021200 Svm9G0028820 Svm9G0012440 Svm5G0006130 Svm3G0049650 Svm2G0022820
N010M01823	0.3614	0.00171628	Svm2G0028270 Svm9G0005600 Svm3G0002370 Svm2G0039280 Svm9G0007240 Svm2G0046100 Svm9G0018400 Svm1G0022610 Svm5G0023220 Svm9G0053660 Svm1G0042200 Svm6G0001140 Svm1G0004570
N010M01824	0.2363	0.500000	Svm5G0026750 Svm5G0010660 Svm3G0000310 Svm9G0047660 Svm5G0006910
N010M01825	0.2415	0.298121	Svm5G0024340 Svm1G0005870 Svm9G0062790 Svm8G0002050 Svm6G0003020 Svm7G0004770 Svm2G0009240 Svm7G0033570 Svm3G0036270
N010M01826	0.1754	0.531963	Svm8G0023500 Svm5G0049930 Svm2G0022670 Svm5G0009550 Svm3G0036600 Svm6G0011200
N010M01827	0.2126	0.287252	Svm2G0035130 Svm3G0003210 Svm7G0033620 Svm3G0053330 Svm3G0007540 Svm6G0010810
N010M01828	0.2025	0.570090	Svm5G0020500 Svm5G0017890 Svm6G0003100 Svm5G0055070 Svm9G0049430 Svm2G0036360 Svm1G0045780 Svm9G0023260 Svm9G0012460
N010M01829	0.2435	0.332503	Svm2G0051790 Svm6G0006140 Svm9G0047040 Svm9G0018490
N010M01830	0.2639	0.0781270	Svm9G0056500 Svm3G0032530 Svm9G0022360 Svm4G0001190 Svm5G0034400 Svm2G0016260 Svm7G0038880 Svm2G0018160
N010M01831	0.1429	0.500000	Svm4G0021560 Svm3G0026100 Svm3G0046040
N010M01832	0.3205	0.0202107	Svm1G0021640 Svm9G0047610 Svm3G0012280 Svm1G0040670 Svm1G0016420 Svm7G0042370 Svm4G0002780 Svm1G0047460
N010M01833	0.1781	0.798302	Svm2G0013220 Svm9G0052220 Svm9G0045800 Svm2G0020590 Svm4G0035690
N010M01834	0.1656	0.810761	Svm9G0040630 Svm6G0024850 Svm9G0037620 Svm7G0003870 Svm3G0012820 Svm5G0043520
N010M01835	0.2125	0.479061	Svm6G0012420 Svm7G0008470 Svm3G0036410 Svm8G0026350 Svm7G0040680 Svm1G0007320 Svm9G0036370 Svm1G0021600
N010M01836	0.2680	0.0839527	Svm4G0002160 Svm3G0008290 Svm1G0006380 Svm5G0009940 Svm2G0013040 Svm3G0019320 Svm9G0031640 Svm7G0004460 Svm9G0040180 Svm4G0007150 Svm4G0037980
N010M01837	0.3892	0.00104231	Svm3G0026350 Svm5G0013700 Svm3G0017710 Svm4G0016830 Svm5G0047230 Svm4G0006520 Svm3G0018380 Svm1G0033510 Svm9G0004150 Svm4G0009860 Svm7G0037070 Svm9G0046970 Svm5G0006800 Svm7G0035860 Svm8G0001230 Svm3G0046820 Svm2G0000480 Svm5G0004470 Svm4G0002550 Svm1G0038600 Svm7G0035560 Svm7G0000380 Svm1G0040170 Svm3G0006470 Svm2G0036370 Svm3G0012530 Svm1G0032950 Svm9G0000800 Svm7G0034660 Svm1G0007210 Svm2G0024930 Svm5G0050940 Svm2G0042220
N010M01838	0.2361	0.264810	Svm7G0018830 Svm4G0031010 Svm2G0054820 Svm8G0036950 Svm4G0016670
N010M01839	0.2595	0.118292	Svm5G0014130 Svm2G0009620 Svm2G0053670 Svm4G0030510 Svm8G0005680 Svm7G0000500 Svm7G0024770 Svm6G0028870 Svm2G0023470 Svm8G0005590 Svm8G0010950 Svm1G0045370
N010M01840	0.5011	0.000393660	Svm8G0005990 Svm7G0024360 Svm3G0007560 Svm8G0029820 Svm6G0009150 Svm9G0015360 Svm2G0048380 Svm8G0005630 Svm4G0014060
N010M01841	0.3314	0.0137093	Svm2G0043520 Svm6G0028610 Svm9G0007350 Svm5G0045050 Svm6G0017050 Svm1G0049650 Svm1G0049500 Svm2G0011070 Svm1G0004980 Svm5G0005470 Svm7G0021300 Svm9G0060150 Svm5G0058800
N010M01842	0.1431	0.969949	Svm3G0007370 Svm1G0009150 Svm5G0014760 Svm9G0051180 Svm2G0019520
N010M01843	0.1670	0.738548	Svm3G0008710 Svm9G0005460 Svm1G0043920 Svm3G0014950 Svm9G0066050 Svm6G0032420 Svm9G0018900
N010M01844	0.2205	0.447757	Svm9G0063750 Svm1G0017680 Svm2G0044020 Svm7G0021110 Svm9G0055740 Svm7G0033380 Svm9G0061450 Svm9G0002080 Svm7G0030360 Svm1G0038510 Svm9G0024230
N010M01845	0.2504	0.265435	Svm3G0046570 Svm6G0021250 Svm2G0003040 Svm6G0035260 Svm3G0053910
N010M01846	0.1329	0.989880	Svm9G0067600 Svm7G0016920 Svm5G0058160 Svm9G0023030 Svm2G0054600 Svm8G0014830
N010M01847	0.2990	0.0473465	Svm7G0012340 Svm7G0012320 Svm6G0013890 Svm8G0022630 Svm6G0028920
N010M01848	0.1519	0.764415	Svm9G0017510 Svm9G0010640 Svm1G0021860 Svm2G0032420 Svm6G0015540 Svm9G0034040
N010M01849	0.2981	0.148977	Svm9G0000010 Svm3G0039970 Svm9G0030960 Svm3G0011280 Svm7G0037010 Svm3G0022480
N010M01850	0.2323	0.594909	Svm2G0005810 Svm2G0020870 Svm2G0029950 Svm1G0034280 Svm2G0028170 Svm9G0047050
N010M01851	0.1920	0.287587	Svm9G0044830 Svm7G0043040 Svm9G0033690 Svm5G0030750 Svm3G0007770 Svm7G0035190
N010M01852	0.2814	0.328953	Svm7G0043190 Svm2G0043540 Svm9G0056520
N010M01853	0.2203	0.396448	Svm3G0048550 Svm6G0028810 Svm2G0024120 Svm3G0041720 Svm8G0018400 Svm9G0034500 Svm2G0013980 Svm6G0007840
N010M01854	0.2732	0.135074	Svm5G0057320 Svm2G0000260 Svm3G0024130 Svm5G0048850 Svm9G0010320 Svm4G0034150 Svm8G0006770 Svm9G0048210
N010M01855	0.2307	0.562587	Svm5G0026750 Svm5G0010660 Svm3G0000310 Svm9G0047660 Svm5G0006910 Svm3G0024200 Svm9G0009100 Svm5G0003160
N010M01856	0.1994	0.712413	Svm9G0065630 Svm2G0039870 Svm2G0051700 Svm5G0055480 Svm4G0036080 Svm4G0012710
N010M01857	0.2259	0.531907	Svm1G0017500 Svm5G0039080 Svm9G0065900 Svm1G0001900 Svm6G0002640 Svm8G0038640
N010M01858	0.2566	0.356596	Svm5G0034450 Svm2G0017590 Svm4G0027200 Svm1G0006120 Svm2G0054910 Svm1G0010130 Svm3G0017020 Svm9G0013760
N010M01859	0.2042	0.763662	Svm5G0031900 Svm4G0039020 Svm6G0004820 Svm5G0003100 Svm6G0010870 Svm4G0035090 Svm9G0014120 Svm7G0003940 Svm6G0011000 Svm7G0008680
N010M01860	0.2611	0.215449	Svm3G0040390 Svm1G0008950 Svm9G0028700 Svm8G0001810 Svm8G0026620 Svm5G0029360 Svm7G0006590 Svm1G0009210
N010M01861	0.2779	0.0867427	Svm2G0039000 Svm1G0036570 Svm5G0046810 Svm8G0000850 Svm5G0051720 Svm8G0025670
N010M01862	0.2396	0.468093	Svm6G0024480 Svm2G0011540 Svm8G0025940 Svm1G0024020 Svm2G0000670 Svm9G0010000
N010M01863	0.2167	0.356596	Svm3G0022520 Svm2G0038790 Svm1G0043930 Svm3G0018530 Svm5G0007720 Svm9G0004640 Svm9G0070010 Svm7G0018440
N010M01864	0.1623	0.337587	Svm9G0013010 Svm7G0040620 Svm6G0025840 Svm9G0025860 Svm5G0038980
N010M01865	0.1843	0.993907	Svm3G0010830 Svm8G0035160 Svm7G0017830 Svm5G0036940 Svm8G0005040
N010M01866	0.2584	0.395668	Svm5G0027810 Svm9G0018970 Svm1G0014910 Svm2G0017540 Svm2G0041760 Svm5G0027620 Svm7G0042160 Svm9G0001050 Svm9G0063270 Svm8G0004320
N010M01867	0.1924	0.655540	Svm6G0034610 Svm8G0005650 Svm3G0043270 Svm7G0004990 Svm3G0009070 Svm3G0012330
N010M01868	0.3366	0.0718360	Svm2G0039090 Svm6G0013950 Svm5G0055680 Svm6G0026060 Svm3G0051340
N010M01869	0.2091	0.695360	Svm2G0051300 Svm6G0009830 Svm2G0040560 Svm1G0031990 Svm3G0006860 Svm9G0000340 Svm9G0066270
N010M01870	0.2653	0.213269	Svm4G0034630 Svm9G0002070 Svm7G0035910 Svm7G0027560 Svm7G0006450 Svm4G0020520 Svm6G0015130 Svm3G0043580 Svm8G0020050
N010M01871	0.2563	0.264810	Svm8G0024960 Svm2G0038590 Svm9G0056350 Svm9G0025420 Svm1G0039550
N010M01872	0.2637	0.239851	Svm4G0032200 Svm5G0044340 Svm7G0010380 Svm2G0013170 Svm2G0000100 Svm4G0036140 Svm9G0060800 Svm2G0004640 Svm2G0046310
N010M01873	0.2636	0.135074	Svm2G0015160 Svm5G0046210 Svm4G0007140 Svm3G0050930 Svm1G0046710 Svm9G0066150 Svm5G0010450 Svm8G0030330
N010M01874	0.2217	0.695360	Svm8G0000120 Svm2G0048090 Svm3G0054090 Svm3G0041750 Svm1G0006110 Svm3G0045170 Svm8G0036280
N010M01875	0.3272	0.0463479	Svm3G0023150 Svm5G0018780 Svm3G0010340 Svm3G0039990 Svm5G0017440 Svm7G0023020
N010M01876	0.1918	0.894962	Svm9G0000760 Svm1G0023320 Svm3G0018600 Svm3G0049670 Svm9G0061590
N010M01877	0.1952	0.695360	Svm6G0013860 Svm3G0014510 Svm7G0026420 Svm7G0011900 Svm7G0017500 Svm2G0043840 Svm8G0009200
N010M01878	0.2109	0.469849	Svm7G0022400 Svm7G0039700 Svm7G0039840 Svm9G0058150 Svm2G0030930 Svm4G0027780 Svm5G0036030 Svm6G0027340 Svm3G0006320 Svm7G0037740
N010M01879	0.3596	0.00370277	Svm7G0003270 Svm7G0015040 Svm1G0040260 Svm9G0034450 Svm4G0029130 Svm9G0042880 Svm7G0040430 Svm6G0035320
N010M01880	0.4418	5.41908e-06	Svm9G0035170 Svm9G0067270 Svm5G0018660 Svm9G0067290 Svm2G0009880 Svm9G0067280 Svm8G0031890 Svm8G0020340 Svm1G0013070 Svm9G0035180 Svm7G0017240 Svm5G0032040 Svm5G0037090 Svm5G0004720 Svm4G0016730 Svm8G0025730 Svm1G0009920 Svm6G0008740 Svm8G0029770 Svm8G0023200 Svm6G0021090 Svm7G0000900 Svm5G0050880 Svm9G0022940 Svm7G0003120 Svm9G0004830 Svm3G0051030 Svm2G0045590 Svm6G0034450 Svm3G0029780 Svm7G0000650 Svm3G0031900 Svm2G0036150 Svm8G0006800 Svm4G0001590 Svm8G0005850 Svm7G0036870 Svm4G0001620
N010M01881	0.1668	0.810761	Svm1G0009400 Svm9G0024770 Svm2G0057160 Svm1G0031460 Svm4G0038350 Svm5G0033470
N010M01882	0.2004	0.808633	Svm7G0020660 Svm5G0053730 Svm8G0019200
N010M01883	0.1244	0.904785	Svm1G0008900 Svm2G0028540 Svm9G0032830
N010M01884	0.1935	0.934516	Svm9G0044270 Svm6G0007090 Svm9G0017930 Svm5G0026380 Svm1G0006480 Svm1G0006830 Svm9G0065900 Svm6G0016520 Svm3G0014590 Svm9G0031810 Svm2G0023420
N010M01885	0.2932	0.0623930	Svm5G0018090 Svm1G0024820 Svm9G0004710 Svm5G0048610 Svm8G0002160 Svm7G0034990 Svm5G0040810
N010M01886	0.1851	0.332503	Svm3G0049430 Svm3G0007000 Svm6G0026590 Svm7G0001390
N010M01887	0.2689	0.0460626	Svm6G0033320 Svm9G0022540 Svm2G0001560 Svm9G0025530 Svm8G0000770 Svm1G0034720
N010M01888	0.1855	0.600851	Svm9G0025620 Svm9G0024190 Svm5G0056370 Svm8G0022550 Svm9G0033860 Svm6G0011100 Svm5G0034990
N010M01889	0.2423	0.371263	Svm8G0036570 Svm7G0020000 Svm5G0050100 Svm3G0042920 Svm9G0012140 Svm5G0018020 Svm9G0030850 Svm5G0018500 Svm7G0020280 Svm2G0029410 Svm1G0002160
N010M01890	0.2091	0.298121	Svm1G0021420 Svm9G0052660 Svm9G0064690 Svm1G0000090 Svm9G0012590 Svm2G0016200 Svm2G0028940 Svm2G0004510 Svm9G0064230
N010M01891	0.2263	0.138191	Svm3G0029400 Svm2G0010840 Svm3G0046490 Svm9G0023930 Svm4G0030900 Svm9G0054880 Svm2G0025140
N010M01892	0.2076	0.442617	Svm3G0047440 Svm1G0011350 Svm4G0022660 Svm8G0036700
N010M01893	0.2406	0.356596	Svm2G0024500 Svm5G0008660 Svm5G0048440 Svm2G0028930 Svm4G0018820 Svm2G0012440 Svm4G0017010 Svm5G0005780
N010M01894	0.2032	0.332503	Svm8G0018950 Svm7G0001810 Svm3G0039080 Svm5G0024460
N010M01895	0.2685	0.148977	Svm9G0031760 Svm4G0023780 Svm2G0010230 Svm7G0028980 Svm8G0017310 Svm7G0024680
N010M01896	0.2504	0.213388	Svm3G0007600 Svm1G0013580 Svm6G0000500 Svm5G0007400 Svm8G0035170 Svm3G0020420 Svm9G0041060 Svm9G0003210 Svm8G0018980
N010M01897	0.1358	0.667497	Svm5G0040100 Svm3G0007150 Svm2G0037670 Svm2G0056600
N010M01898	0.4734	0.00513188	Svm1G0011260 Svm2G0036000 Svm5G0048080 Svm4G0031740 Svm4G0012560 Svm7G0001220 Svm5G0047410
N010M01899	0.1147	0.981643	Svm8G0024340 Svm2G0032330 Svm9G0017720 Svm3G0000400 Svm3G0000380
N010M01900	0.3414	0.0626005	Svm5G0036040 Svm4G0005130 Svm5G0005000 Svm5G0006860 Svm2G0036430 Svm1G0047330 Svm1G0009160
N010M01901	0.2807	0.148977	Svm9G0042910 Svm8G0009290 Svm1G0003050 Svm9G0018040 Svm8G0034510 Svm4G0002050
N010M01902	0.1495	0.943824	Svm1G0038840 Svm5G0047990 Svm1G0007920 Svm1G0000840
N010M01903	0.1308	0.798302	Svm8G0003140 Svm4G0003720 Svm5G0015270 Svm8G0021680 Svm4G0004970
N010M01904	0.3292	0.0326428	Svm1G0042850 Svm3G0043870 Svm5G0031270 Svm2G0004780 Svm2G0004820 Svm2G0015560 Svm3G0045830 Svm1G0035670
N010M01905	0.2288	0.366865	Svm1G0045770 Svm9G0005630 Svm1G0031200 Svm1G0019480 Svm4G0038080 Svm1G0005350 Svm3G0009720 Svm5G0005990 Svm1G0031320 Svm9G0017730
N010M01906	0.1920	0.287587	Svm5G0029640 Svm8G0022250 Svm8G0032610 Svm3G0022430 Svm5G0049950 Svm1G0044450
N010M01907	0.2042	0.356596	Svm8G0004850 Svm8G0018500 Svm6G0014660 Svm1G0023190 Svm6G0006650 Svm4G0013160 Svm5G0036640 Svm1G0011720
N010M01908	0.2861	0.153343	Svm3G0001540 Svm7G0033830 Svm6G0001110 Svm9G0055710 Svm9G0026800 Svm2G0016900 Svm4G0003350
N010M01909	0.1493	0.154712	Svm9G0021080 Svm1G0011380 Svm9G0068830 Svm4G0025380
N010M01910	0.2467	0.235585	Svm3G0015730 Svm9G0019680 Svm9G0054580 Svm6G0031970 Svm9G0054600 Svm9G0054590
N010M01911	0.1520	0.785232	Svm1G0017680 Svm1G0000240 Svm5G0046820 Svm6G0025300 Svm3G0028960 Svm5G0008380 Svm5G0000650 Svm5G0058250
N010M01912	0.2598	0.365195	Svm7G0013350 Svm6G0019220 Svm4G0010580 Svm2G0012060 Svm8G0008890 Svm1G0039760 Svm2G0019960 Svm5G0035110 Svm5G0021640 Svm7G0011720 Svm3G0044650 Svm1G0000090 Svm3G0027390 Svm4G0034400
N010M01913	0.1985	0.449163	Svm2G0031520 Svm7G0009270 Svm9G0066760 Svm5G0037200 Svm8G0008150 Svm5G0021300 Svm2G0027210
N010M01914	0.2246	0.417266	Svm1G0036870 Svm8G0038230 Svm5G0013090 Svm8G0038220 Svm2G0048350
N010M01915	0.1604	0.734565	Svm1G0041810 Svm5G0058040 Svm1G0043960 Svm8G0024420 Svm9G0058650
N010M01916	0.4506	0.0518768	Svm7G0007130 Svm7G0037380 Svm7G0037290 Svm7G0037330
N010M01917	0.1368	0.798302	Svm9G0026310 Svm4G0024300 Svm9G0030780 Svm9G0035420 Svm2G0051340
N010M01918	0.2180	0.500000	Svm9G0060540 Svm9G0019340 Svm4G0009780 Svm9G0030630 Svm1G0035990 Svm6G0003460 Svm2G0050350
N010M01919	0.2613	0.148135	Svm2G0024850 Svm8G0008580 Svm8G0003190 Svm3G0002140 Svm2G0042640
N010M01920	0.2165	0.500000	Svm2G0036090 Svm7G0013500 Svm9G0056280
N010M01921	0.2435	0.264810	Svm5G0038740 Svm1G0030170 Svm5G0022330 Svm1G0024440 Svm1G0027360
N010M01922	0.2754	0.0606123	Svm2G0037490 Svm2G0018970 Svm9G0015780 Svm5G0012260 Svm5G0028630 Svm2G0017910 Svm8G0023540 Svm3G0010300 Svm5G0048630 Svm4G0036480
N010M01923	0.2249	0.265435	Svm5G0017280 Svm9G0018860 Svm1G0038200 Svm5G0018470 Svm3G0040880
N010M01924	0.3449	0.0204568	Svm6G0007630 Svm2G0031580 Svm6G0001910 Svm5G0021150 Svm5G0011780 Svm9G0005500 Svm3G0007550
N010M01925	0.2002	0.655540	Svm7G0011980 Svm9G0057020 Svm6G0012860 Svm6G0029150 Svm3G0000380 Svm3G0052540
N010M01926	0.4120	0.00609289	Svm2G0042670 Svm1G0034680 Svm9G0048100 Svm3G0025970 Svm6G0025090
N010M01927	0.1617	0.582734	Svm6G0001290 Svm2G0002460 Svm4G0029200 Svm6G0006520 Svm8G0039250
N010M01928	0.2550	0.350739	Svm6G0008200 Svm7G0018970 Svm7G0032370 Svm9G0040810 Svm1G0046810 Svm9G0028340 Svm6G0012380
N010M01929	0.2787	0.281762	Svm2G0024850 Svm9G0000160 Svm9G0008140 Svm5G0040480 Svm8G0008580 Svm8G0003190 Svm3G0002140 Svm2G0042640
N010M01930	0.2037	0.545207	Svm8G0007090 Svm8G0031350 Svm9G0066010 Svm3G0026380 Svm1G0039920 Svm7G0013600 Svm5G0020010 Svm4G0035160 Svm5G0009140 Svm3G0041610
N010M01931	0.2793	0.113573	Svm5G0042640 Svm2G0034110 Svm7G0014330 Svm9G0020160 Svm7G0023530 Svm6G0011010 Svm2G0013680 Svm2G0013540
N010M01932	0.2896	0.0969654	Svm2G0013610 Svm2G0007220 Svm2G0011910 Svm5G0029110
N010M01933	0.1817	0.904785	Svm4G0031390 Svm2G0002190 Svm9G0061100
N010M01934	0.1754	0.668740	Svm3G0019290 Svm9G0009090 Svm5G0042520
N010M01935	0.2235	0.442275	Svm3G0002040 Svm5G0051590 Svm2G0018220 Svm7G0030600
N010M01936	0.2509	0.0922089	Svm5G0037750 Svm2G0053080 Svm2G0025980 Svm3G0013630 Svm4G0026670 Svm1G0012270 Svm3G0032440 Svm9G0026320 Svm5G0049900
N010M01937	0.3851	0.00351780	Svm5G0015350 Svm9G0067100 Svm1G0043300 Svm3G0045700 Svm7G0009220 Svm1G0004330 Svm7G0027580
N010M01938	0.3335	0.00693772	Svm3G0023150 Svm5G0018780 Svm3G0010340 Svm9G0015670 Svm3G0012860 Svm3G0039990 Svm2G0018080 Svm3G0002480 Svm5G0017440 Svm7G0023020
N010M01939	0.09952	0.808633	Svm7G0042150 Svm5G0031550 Svm2G0017720
N010M01940	0.2054	0.604512	Svm5G0052840 Svm5G0031340 Svm2G0043170 Svm7G0033050 Svm3G0031740 Svm5G0024040 Svm3G0030360 Svm5G0053400 Svm5G0002810
N010M01941	0.1815	0.738548	Svm5G0032010 Svm9G0003200 Svm8G0022400 Svm1G0006540 Svm1G0027490 Svm9G0069040 Svm8G0004800
N010M01942	0.2162	0.261452	Svm2G0017270 Svm4G0002520 Svm6G0021600 Svm1G0004390 Svm5G0018270 Svm5G0012920 Svm1G0002490
N010M01943	0.3010	0.331260	Svm4G0007050 Svm7G0000080 Svm2G0053440
N010M01944	0.3638	0.0138842	Svm9G0003280 Svm2G0014260 Svm5G0047740 Svm9G0004110 Svm6G0027950 Svm3G0011630
N010M01945	0.2439	0.643404	Svm9G0037970 Svm5G0054300 Svm1G0036190 Svm5G0050630 Svm9G0026980 Svm5G0050660 Svm3G0041910 Svm3G0012680
N010M01946	0.2363	0.346794	Svm5G0009250 Svm5G0052180 Svm6G0006290 Svm5G0057080 Svm8G0029160 Svm8G0023110 Svm3G0027940 Svm8G0024290 Svm5G0036020 Svm8G0034800 Svm4G0036390
N010M01947	0.2001	0.764415	Svm2G0055240 Svm4G0034950 Svm3G0013230 Svm2G0047730 Svm7G0026000 Svm1G0049440
N010M01948	0.2546	0.148135	Svm7G0041860 Svm9G0024280 Svm9G0009830 Svm1G0004170 Svm1G0032240
N010M01949	0.2312	0.287587	Svm9G0053240 Svm2G0009130 Svm7G0034910 Svm2G0042040 Svm2G0038220 Svm7G0023440
N010M01950	0.2470	0.298121	Svm5G0006520 Svm4G0039240 Svm9G0029030 Svm9G0001310 Svm3G0036250 Svm8G0018040 Svm1G0006080 Svm4G0012830 Svm1G0040050
N010M01951	0.2050	0.688477	Svm6G0030970 Svm1G0016340 Svm9G0051510 Svm8G0031340 Svm2G0049880 Svm7G0033890 Svm3G0004030 Svm3G0002720 Svm2G0016360 Svm8G0005240
N010M01952	0.2256	0.221393	Svm4G0024880 Svm5G0025330 Svm7G0025390 Svm4G0032160 Svm8G0004830 Svm1G0022520 Svm2G0050390
N010M01953	0.2647	0.156108	Svm2G0055220 Svm6G0011500 Svm7G0030230 Svm7G0003620 Svm1G0015950 Svm1G0025260 Svm9G0023710 Svm2G0043480 Svm5G0024230 Svm1G0037930 Svm1G0017780 Svm3G0026980
N010M01954	0.3440	0.00855912	Svm7G0020680 Svm2G0002710 Svm5G0052450 Svm3G0052820 Svm3G0014240 Svm4G0011400 Svm2G0053450 Svm4G0009120 Svm2G0028970
N010M01955	0.1964	0.0468463	Svm9G0020780 Svm2G0044640 Svm8G0025980 Svm4G0018760 Svm5G0048420
N010M01956	0.3338	0.0355792	Svm5G0039140 Svm5G0039180 Svm9G0015170 Svm2G0039590 Svm5G0018630 Svm6G0030390 Svm7G0029820 Svm4G0030760 Svm6G0009870 Svm7G0043230 Svm2G0049200 Svm5G0012530 Svm2G0008520 Svm5G0019760 Svm5G0005440 Svm9G0059470 Svm4G0007750 Svm9G0016080 Svm7G0041800 Svm1G0038970 Svm3G0049290 Svm4G0011380 Svm2G0044690 Svm1G0024620 Svm7G0029110
N010M01957	0.2687	0.281762	Svm8G0015130 Svm4G0004510 Svm7G0028780 Svm9G0065630 Svm1G0015370 Svm7G0035490 Svm4G0012710 Svm2G0021500
N010M01958	0.2704	0.332503	Svm7G0037890 Svm2G0008680 Svm1G0041230 Svm5G0049080
N010M01959	0.2722	0.0863664	Svm5G0041580 Svm5G0006830 Svm3G0015730 Svm2G0012350 Svm6G0031970 Svm2G0038150
N010M01960	0.1246	0.928164	Svm6G0016180 Svm1G0021750 Svm5G0055300 Svm5G0037120 Svm8G0032460
N010M01961	0.2661	0.0779747	Svm2G0056680 Svm2G0036440 Svm5G0000550 Svm4G0032460 Svm9G0017200 Svm2G0004140 Svm9G0023110 Svm3G0048690
